Time_DR1,Front_DR1,Back_DR1,Time__F1,Back_F1,Front_F1,Time_F2,Front_F2,Back_F2,Time_B1,Back_B1,Front_B1,Time_B2,Back_B2,Front_B2,Time_C1,Back_C1,Front_C1,Time_C2,Back_C2,Front_C2
,,,,,,152.134,42.78728867,52.72148514,151.533,43.65883636,50.98361206,151.466,39.57801056,49.60525131,150.4,45.69411469,45.86034775,151.133,45.53957367,46.79453659
,,,,,,152.267,42.9450798,52.54075241,151.666,43.80353165,50.97218323,151.6,39.49082565,49.45510101,150.534,45.58714294,45.8010025,151.2,45.68223572,46.72380829
,,,,,,152.334,42.89654922,52.58595657,151.733,43.73120499,51.07501984,151.666,39.42851257,49.52442169,150.667,45.74163055,45.59903336,151.333,45.53957367,46.85344315
,,,,,,152.467,42.98146439,52.63114929,151.866,43.79148102,51.06359482,151.8,39.37864304,49.47821045,150.8,45.70599747,45.75350952,151.4,45.61092377,46.64125061
,,,,,,152.534,42.73869705,52.64244461,152,43.88786697,50.98361206,151.933,39.2913208,49.47821045,150.867,45.7297554,45.76538467,151.533,45.59903336,46.79453659
,,,,,,152.667,42.90868378,52.64244461,152.2,43.76737213,51.05217361,152,39.39111328,49.55906677,151,45.64658356,45.81287384,151.667,45.62281036,46.78275299
,,,,,,152.734,42.66577911,52.73277283,152.266,43.83968353,51.06359482,152.133,39.55310822,49.46665573,151.134,45.62281036,45.74163055,151.8,45.52767563,46.62945557
,,,,,,152.867,42.76299286,52.76663208,152.466,43.6950264,51.08644104,152.199,39.52819824,49.61679459,151.2,45.81287384,45.64658356,151.867,45.71787643,46.75917816
,,,,,,153,42.84799957,52.8343277,152.533,43.73120499,51.0407486,152.4,39.47836685,49.61679459,151.334,45.69411469,45.71787643,152,45.76538467,46.82988358
,,,,,,153.134,42.77514267,52.75534821,152.666,43.64677048,51.01789856,152.6,39.50328445,49.55906677,151.467,45.7297554,45.52767563,152.067,45.65846634,46.71202087
,,,,,,153.201,42.78728867,52.78920364,152.8,43.80353165,51.26905823,152.733,39.54065323,49.45510101,151.534,45.69411469,45.68223572,152.2,45.75350952,46.66484451
,,,,,,153.334,42.82371902,52.65373611,152.866,43.8276329,51.18919373,152.8,39.34122467,49.62833786,151.667,45.71787643,45.67035294,152.333,45.5514679,46.91232681
,,,,,,153.467,42.76299286,52.8343277,153,43.94807053,51.18919373,152.933,39.40357971,49.54751968,151.8,45.8366127,45.68223572,152.467,45.65846634,46.97118378
,,,,,,153.601,42.86013794,52.52944946,153.133,43.91195297,51.06359482,153.066,39.50328445,49.63987732,151.867,45.84848022,45.71787643,152.6,45.65846634,46.99472046
,,,,,,153.667,42.92081451,52.65373611,153.2,43.80353165,51.15494919,153.199,39.36617279,49.70910645,152,45.57525253,45.9078064,152.667,45.61092377,46.78275299
,,,,,,153.801,42.78728867,52.68761444,153.333,43.73120499,51.22342682,153.266,39.40357971,49.46665573,152.067,45.57525253,45.84848022,152.8,45.76538467,46.85344315
,,,,,,153.867,42.7022438,52.76663208,153.466,43.71914673,51.14353561,153.4,39.49082565,49.32792282,152.2,45.89594269,45.78913116,152.933,45.7297554,46.91232681
,,,,,,154,42.81157684,52.82304764,153.533,43.80353165,51.09786224,153.533,39.25387955,49.50131989,152.334,45.82474518,45.71787643,153.067,45.50388336,46.92409897
,,,,,,154.134,42.88441086,52.73277283,153.666,43.70708466,51.20060349,153.6,39.37864304,49.5359726,152.467,45.75350952,45.71787643,153.133,45.82474518,47.13584518
,,,,,,154.201,42.88441086,52.71019745,153.8,43.76737213,51.33747864,153.733,39.14148712,49.52442169,152.534,45.7297554,45.84848022,153.267,45.8010025,47.08882141
,,,,,,154.334,42.90868378,52.57465744,153.933,43.76737213,51.30327225,153.866,39.40357971,49.6744957,152.734,45.82474518,45.76538467,153.333,45.71787643,46.81810379
,,,,,,154.467,42.88441086,52.74406052,154.133,43.89990997,51.32607651,153.933,39.34122467,49.6744957,152.8,45.78913116,45.76538467,153.467,45.74163055,46.93587112
,,,,,,154.601,43.04208755,52.72148514,154.2,43.80353165,51.16636658,154.066,39.2913208,49.46665573,152.934,45.8366127,45.77725983,153.533,45.75350952,47.03001404
,,,,,,154.667,42.99359131,52.68761444,154.333,43.91195297,51.21201706,154.266,39.49082565,49.61679459,153,45.97895813,45.86034775,153.667,45.64658356,46.91232681
,,,,,,154.801,42.87227631,52.56335449,154.466,43.89990997,51.18919373,154.4,39.39111328,49.6744957,153.134,45.65846634,45.86034775,153.733,45.8366127,47.10057831
,,,,,,154.867,42.89654922,52.67632294,154.533,43.65883636,51.30327225,154.466,39.41604614,49.60525131,153.2,45.78913116,45.94338608,153.867,45.78913116,46.90055084
,,,,,,155,42.92081451,52.65373611,154.666,43.6950264,51.30327225,154.6,39.47836685,49.62833786,153.334,45.8366127,45.96710205,153.933,45.82474518,46.88877869
,,,,,,155.134,43.09056473,52.74406052,154.8,43.91195297,51.26905823,154.666,39.40357971,49.74370575,153.467,45.78913116,45.87221527,154.067,45.86034775,46.86522293
,,,,,,155.267,42.87227631,52.71019745,154.933,43.98418045,51.48560715,154.8,39.52819824,49.76676941,153.534,45.71787643,45.78913116,154.133,45.78913116,46.91232681
,,,,,,155.467,42.87227631,52.68761444,155,43.87582397,51.3830719,154.866,39.24139404,49.80135727,153.667,45.88407898,45.76538467,154.267,45.97895813,47.11233521
,,,,,,155.601,42.96933746,52.69890594,155.133,43.97214508,51.50838089,155,39.25387955,49.45510101,153.8,45.5514679,45.74163055,154.333,45.71787643,46.93587112
,,,,,,155.667,42.76299286,52.61985016,155.2,43.94807053,51.24624252,155.066,39.24139404,49.68603516,153.867,45.88407898,45.99081421,154.467,45.88407898,46.98295212
,,,,,,155.801,43.12691116,52.81176758,155.333,43.91195297,51.48560715,155.199,39.06650162,49.63987732,154.067,46.07377243,45.84848022,154.533,45.96710205,46.97118378
,,,,,,155.867,42.92081451,52.63114929,155.466,44.0563736,51.32607651,155.266,39.440979,49.77830124,154.134,45.77725983,45.76538467,154.733,45.81287384,47.15935135
,,,,,,156,43.00571823,52.58595657,155.6,43.94807053,51.49699402,155.4,39.54065323,49.60525131,154.267,45.86034775,45.88407898,154.8,45.86034775,46.99472046
,,,,,,156.067,42.96933746,52.87944031,155.733,44.0563736,51.46282578,155.466,39.24139404,49.78982925,154.4,45.71787643,45.71787643,154.933,45.81287384,46.99472046
,,,,,,156.201,43.13902283,52.69890594,155.8,43.93603516,51.20060349,155.6,39.35369873,49.58216095,154.467,45.71787643,45.76538467,155,45.8010025,46.94764328
,,,,,,156.267,43.01784134,52.5181427,155.933,44.00825119,51.54253769,155.666,39.42851257,49.82440948,154.6,45.82474518,45.81287384,155.133,45.84848022,47.00648499
,,,,,,156.401,43.16324615,52.91326523,156,43.89990997,51.36027527,155.8,39.41604614,49.6975708,154.734,45.69411469,45.89594269,155.267,45.70599747,47.00648499
,,,,,,156.534,43.00571823,52.81176758,156.133,44.02028275,51.40586472,155.866,39.41604614,49.61679459,154.8,45.88407898,45.70599747,155.333,45.61092377,46.94764328
,,,,,,156.601,42.95721054,52.91326523,156.266,43.94807053,51.40586472,156.066,39.34122467,49.82440948,154.934,45.94338608,45.87221527,155.467,45.81287384,46.99472046
,,,,,,156.734,43.02996445,52.76663208,156.333,43.98418045,51.32607651,156.199,39.56555939,49.70910645,155.067,45.77725983,45.89594269,155.533,45.71787643,46.77096558
,,,,,,156.801,43.00571823,52.9470787,156.466,43.80353165,51.36027527,156.333,39.36617279,49.58216095,155.134,45.88407898,45.87221527,155.733,45.8010025,47.01824951
,,,,,,156.934,42.92081451,52.91326523,156.6,43.99621582,51.49699402,156.4,39.36617279,49.80135727,155.267,45.87221527,45.8010025,155.8,45.84848022,47.18285751
,,,,,,157.067,43.00571823,52.74406052,156.666,43.85173035,51.37167358,156.533,39.36617279,49.63987732,155.334,45.94338608,45.82474518,155.933,45.58714294,47.00648499
,,,,,,157.201,43.05420685,52.68761444,156.8,43.91195297,51.61082458,156.666,39.30379868,49.62833786,155.467,45.94338608,45.95524597,156.067,45.86034775,47.22985077
,,,,,,157.267,43.05420685,52.68761444,156.933,44.08042908,51.49699402,156.733,39.2913208,49.90506363,155.6,45.7297554,45.87221527,156.133,45.71787643,47.10057831
,,,,,,157.401,43.01784134,52.73277283,157.066,43.85173035,51.53115082,156.866,39.440979,49.82440948,155.734,45.77725983,45.8010025,156.267,45.8366127,46.97118378
,,,,,,157.467,43.17535782,52.73277283,157.133,43.96010971,51.5880661,156.933,39.35369873,49.85898209,155.867,45.9078064,45.87221527,156.333,46.00267029,47.1240921
,,,,,,157.601,43.02996445,52.8343277,157.266,43.96010971,51.45143509,157.066,39.21642685,49.85898209,155.934,45.84848022,45.7297554,156.467,45.87221527,47.0770607
,,,,,,157.734,43.13902283,52.78920364,157.4,44.02028275,51.55392075,157.199,39.16646957,49.87050247,156.067,45.82474518,45.81287384,156.533,45.88407898,47.06529999
,,,,,,157.801,43.13902283,52.8343277,157.466,43.86377716,51.53115082,157.266,39.39111328,49.6975708,156.134,45.8010025,45.88407898,156.667,45.88407898,47.20635605
,,,,,,157.934,42.93294907,52.87944031,157.6,44.0323143,51.49699402,157.4,39.20393753,49.65142059,156.267,46.01452255,45.89594269,156.733,45.76538467,47.11233521
,,,,,,158.067,43.15113449,52.78920364,157.8,44.0323143,51.65633011,157.533,39.30379868,49.95112991,156.4,45.93152618,45.82474518,156.867,45.8010025,47.01824951
,,,,,,158.201,43.06632996,52.91326523,157.933,44.08042908,51.5880661,157.666,39.31627655,49.97415924,156.534,45.8010025,45.81287384,157,45.74163055,47.15935135
,,,,,,158.267,43.04208755,53.12729645,158,43.96010971,51.71319199,157.866,39.440979,49.81288147,156.6,46.00267029,45.8366127,157.067,45.89594269,47.05353928
,,,,,,158.534,43.12691116,52.82304764,158.133,44.02028275,51.47421646,158,39.35369873,49.82440948,156.734,45.82474518,45.87221527,157.2,45.7297554,47.15935135
,,,,,,158.601,43.17535782,52.87944031,158.266,43.99621582,51.48560715,158.066,39.35369873,49.87050247,156.8,45.95524597,45.96710205,157.267,45.77725983,47.14759827
,,,,,,158.734,43.10268021,53.04848099,158.4,43.99621582,51.50838089,158.199,39.12899017,49.95112991,156.934,45.88407898,46.02637482,157.4,45.87221527,47.19460678
,,,,,,158.934,43.15113449,52.95835114,158.466,44.092453,51.65633011,158.333,39.440979,50.0086937,157.067,46.01452255,45.91966629,157.533,45.84848022,47.10057831
,,,,,,159.067,43.17535782,52.99215698,158.6,44.092453,51.64495468,158.466,39.39111328,49.87050247,157.134,45.88407898,46.01452255,157.6,45.96710205,47.17110443
,,,,,,159.201,43.23588943,53.04848099,158.733,43.97214508,51.63357925,158.533,39.40357971,49.78982925,157.267,46.00267029,45.93152618,157.733,45.8010025,47.06529999
,,,,,,159.267,43.12691116,52.856884,158.866,44.12852478,51.75866318,158.666,39.2913208,49.985672,157.4,45.89594269,45.9078064,157.867,46.03822708,47.17110443
,,,,,,159.401,43.19957352,52.91326523,158.933,44.23667526,51.62220001,158.8,39.26636124,50.0086937,157.467,45.97895813,46.00267029,157.933,45.81287384,47.2181015
,,,,,,159.534,43.32058716,53.05974197,159.066,44.04434204,51.72455978,158.866,39.46590424,49.87050247,157.6,45.88407898,45.8366127,158.067,45.76538467,47.24159622
,,,,,,159.601,43.29639435,52.84560776,159.133,43.98418045,51.70182037,159,39.41604614,49.95112991,157.734,46.14484024,46.13299942,158.133,45.88407898,47.32378769
,,,,,,159.734,43.2237854,52.99215698,159.266,44.08042908,51.69044876,159.066,39.440979,49.92810059,157.867,45.89594269,46.15668106,158.267,45.93152618,47.30030823
,,,,,,159.801,43.29639435,53.1047821,159.333,44.04434204,51.71319199,159.266,39.42851257,49.84745789,157.934,46.03822708,46.01452255,158.4,45.84848022,47.18285751
,,,,,,159.934,43.07844543,53.01468658,159.466,44.0323143,51.71319199,159.333,39.30379868,50.05472565,158.067,46.07377243,45.93152618,158.533,45.81287384,47.26508331
,,,,,,160,43.23588943,52.9470787,159.533,44.0563736,51.71319199,159.466,39.46590424,49.93961334,158.134,45.97895813,46.03822708,158.667,45.93152618,47.15935135
,,,,,,160.134,43.44149017,53.09352112,159.666,44.12852478,51.73592758,159.533,39.45344162,50.03171158,158.267,46.03822708,46.01452255,158.867,45.89594269,47.13584518
,,,,,,160.201,43.26009369,53.05974197,159.866,44.12852478,51.65633011,159.666,39.40357971,49.985672,158.334,46.09746552,45.97895813,158.933,45.70599747,47.04177856
,,,,,,160.334,43.32058716,53.1385498,159.933,44.10447693,51.67907715,159.8,39.6278038,50.05472565,158.467,46.16851807,46.15668106,159.067,45.7297554,47.27682495
,,,,,,160.401,43.36896133,53.03721619,160.066,44.18861771,51.75866318,159.933,39.61535645,50.10074234,158.534,46.02637482,46.21586609,159.2,45.77725983,47.28856659
,,,,,,160.534,43.28429413,53.18356705,160.2,44.00825119,51.90634537,160,39.51574326,50.08924103,158.667,45.96710205,46.08562088,159.333,45.89594269,47.13584518
,,,,,,160.667,43.21168137,53.1385498,160.266,44.092453,51.75866318,160.133,39.57801056,50.04322052,158.867,46.00267029,46.22770309,159.4,45.95524597,47.17110443
,,,,,,160.734,43.27219391,53.1047821,160.4,44.12852478,51.75866318,160.266,39.47836685,50.03171158,158.934,45.87221527,46.02637482,159.533,45.69411469,47.14759827
,,,,,,160.867,43.33268356,53.12729645,160.533,43.91195297,51.70182037,160.333,39.32875061,50.02020264,159.067,45.99081421,46.08562088,159.667,46.10931015,47.2181015
,,,,,,161,43.33268356,53.01468658,160.6,44.00825119,51.78139496,160.466,39.59046173,50.11224365,159.2,45.8366127,46.05007553,159.8,46.15668106,47.13584518
,,,,,,161.067,43.30849075,53.21731949,160.733,44.17660141,51.8495636,160.6,39.47836685,50.11224365,159.267,45.95524597,45.99081421,159.867,46.06192398,47.26508331
,,,,,,161.201,43.32058716,53.21731949,160.866,44.00825119,51.66770172,160.666,39.6526947,50.04322052,159.4,46.22770309,46.01452255,160,46.16851807,47.30030823
,,,,,,161.267,43.3931427,53.05974197,160.933,44.12852478,51.80411911,160.8,39.64025116,50.20422745,159.534,45.99081421,46.10931015,160.133,45.8366127,47.35899734
,,,,,,161.401,43.26009369,53.1385498,161.066,44.04434204,51.78139496,160.866,39.56555939,50.08924103,159.667,46.2040329,46.14484024,160.2,45.91966629,47.22985077
,,,,,,161.534,43.32058716,53.14980698,161.2,44.200634,51.87228012,161,39.52819824,50.26168442,159.734,46.13299942,46.22770309,160.333,46.15668106,47.34725952
,,,,,,161.667,43.33268356,53.20606995,161.266,44.092453,51.79275894,161.133,39.6900177,50.02020264,159.867,46.08562088,46.15668106,160.4,45.99081421,47.44111633
,,,,,,161.734,43.35686874,52.99215698,161.4,44.00825119,51.67907715,161.199,39.46590424,50.05472565,159.934,46.10931015,46.21586609,160.533,46.02637482,47.27682495
,,,,,,161.867,43.35686874,53.19481659,161.533,44.200634,51.89499283,161.333,39.60290909,50.21572113,160.067,45.88407898,46.05007553,160.667,46.01452255,47.25333786
,,,,,,161.934,43.38105392,53.19481659,161.6,43.97214508,51.86091995,161.4,39.41604614,50.13524628,160.2,46.09746552,46.14484024,160.8,45.97895813,47.32378769
,,,,,,162.067,43.41732025,53.12729645,161.733,44.08042908,51.83820343,161.6,39.47836685,50.18123627,160.334,46.05007553,46.09746552,160.867,46.06192398,47.06529999
,,,,,,162.201,43.46565628,53.1385498,161.866,44.152565,51.88363647,161.666,39.57801056,49.99718094,160.4,46.08562088,46.12115479,161,46.03822708,47.22985077
,,,,,,162.334,43.34477615,53.12729645,162,44.18861771,51.86091995,161.8,39.6526947,50.27317047,160.534,46.07377243,46.16851807,161.133,46.10931015,47.30030823
,,,,,,162.401,43.28429413,53.18356705,162.066,44.092453,51.95175552,161.933,39.61535645,50.21572113,160.667,46.05007553,46.18035889,161.267,45.9078064,47.20635605
,,,,,,162.601,43.47774124,53.1385498,162.2,44.02028275,51.8495636,162.066,39.57801056,50.20422745,160.734,45.9078064,46.15668106,161.333,46.02637482,47.39419556
,,,,,,162.667,43.45357513,53.32976532,162.333,44.200634,51.96310425,162.199,39.49082565,50.08924103,160.867,46.05007553,46.10931015,161.467,46.10931015,47.45284271
,,,,,,162.801,43.46565628,53.22856522,162.4,44.30872726,51.67907715,162.266,39.72733307,50.20422745,160.934,46.06192398,46.05007553,161.533,46.02637482,47.31204605
,,,,,,162.867,43.42940521,53.32976532,162.533,44.200634,51.67907715,162.4,39.73976898,50.43391037,161.067,46.00267029,46.19219589,161.667,45.9078064,47.2181015
,,,,,,163,43.50189972,53.25106049,162.6,44.18861771,51.82684326,162.466,39.66513824,50.20422745,161.134,45.91966629,46.02637482,161.8,46.07377243,47.30030823
,,,,,,163.134,43.41732025,53.26230621,162.8,44.23667526,51.74729538,162.6,39.67757797,50.28466034,161.267,45.87221527,46.21586609,161.867,46.15668106,47.32378769
,,,,,,163.267,43.33268356,53.25106049,162.866,44.092453,51.95175552,162.666,39.6900177,50.37652588,161.4,45.86034775,46.13299942,162,45.99081421,47.32378769
,,,,,,163.334,43.29639435,53.23981476,163,44.33273697,51.86091995,162.8,39.59046173,50.19272995,161.467,45.99081421,46.09746552,162.067,45.93152618,47.38246536
,,,,,,163.467,43.34477615,53.31852341,163.066,44.28471756,51.94040298,162.933,39.77706909,50.45685959,161.6,45.8366127,46.32234192,162.267,46.02637482,47.48802185
,,,,,,163.601,43.48981857,53.26230621,163.2,44.152565,51.90634537,163,39.71489716,50.27317047,161.667,45.97895813,46.18035889,162.333,46.08562088,47.33552551
,,,,,,163.667,43.36896133,53.31852341,163.333,44.17660141,51.8495636,163.133,39.67757797,50.08924103,161.8,46.10931015,46.12115479,162.467,46.12115479,47.14759827
,,,,,,163.801,43.40523148,53.34100342,163.4,44.26070023,51.88363647,163.266,39.6900177,50.33060074,161.867,46.01452255,46.2040329,162.533,46.16851807,47.35899734
,,,,,,163.934,43.33268356,53.21731949,163.533,44.28471756,51.80411911,163.4,39.66513824,50.12374496,162,46.10931015,46.29868698,162.667,46.22770309,47.39419556
,,,,,,164,43.46565628,53.37471771,163.666,44.29672241,51.74729538,163.466,39.66513824,50.28466034,162.134,45.91966629,46.23953629,162.733,46.00267029,47.38246536
,,,,,,164.134,43.610569,53.34100342,163.8,44.152565,51.70182037,163.6,39.59046173,50.43391037,162.2,45.94338608,46.26319885,162.867,46.00267029,47.47629547
,,,,,,164.201,43.65883636,53.32976532,163.866,44.12852478,51.69044876,163.733,39.86405945,50.30763245,162.334,46.01452255,46.34598923,163,46.14484024,47.47629547
,,,,,,164.334,43.42940521,53.38595581,164,44.0323143,51.5653038,163.8,39.77706909,50.36504745,162.467,45.97895813,46.23953629,163.067,46.27502823,47.37073135
,,,,,,164.467,43.55020905,53.23981476,164.066,43.76737213,51.65633011,163.933,39.92615891,50.37652588,162.6,46.01452255,46.25136948,163.2,46.18035889,47.20635605
,,,,,,164.601,43.33268356,53.41965866,164.2,43.98418045,51.90634537,164.066,39.78949738,50.49127579,162.667,46.13299942,46.32234192,163.267,46.00267029,47.34725952
,,,,,,164.667,43.51397705,53.45335388,164.333,43.87582397,51.78139496,164.199,39.80192947,50.42243576,162.8,45.94338608,46.19219589,163.4,46.12115479,47.25333786
,,,,,,164.801,43.41732025,53.31852341,164.466,44.28471756,51.88363647,164.266,39.73976898,50.36504745,162.867,46.19219589,46.33416367,163.467,46.08562088,47.44111633
,,,,,,164.867,43.53813171,53.48704147,164.6,43.94807053,51.8495636,164.4,39.71489716,50.45685959,163,46.10931015,46.13299942,163.6,46.06192398,47.24159622
,,,,,,165,43.65883636,53.41965866,164.666,43.92399216,51.90634537,164.466,39.75220108,50.37652588,163.134,46.12115479,46.23953629,163.667,46.23953629,47.47629547
,,,,,,165.067,43.50189972,53.35224533,164.8,44.14054489,51.71319199,164.6,39.72733307,50.46833038,163.2,46.10931015,46.22770309,163.8,46.18035889,47.35899734
,,,,,,165.201,43.5984993,53.45335388,164.933,44.00825119,51.80411911,164.666,39.67757797,50.35356522,163.334,46.12115479,46.29868698,163.933,46.21586609,47.46456909
,,,,,,165.334,43.36896133,53.35224533,165,44.0323143,51.74729538,164.8,39.64025116,50.23870468,163.4,45.95524597,46.19219589,164,46.27502823,47.51146698
,,,,,,165.467,43.40523148,53.39719009,165.133,44.152565,51.83820343,164.866,39.95098877,50.53714752,163.534,46.00267029,46.14484024,164.133,46.25136948,47.46456909
,,,,,,165.534,43.58642578,53.45335388,165.2,44.10447693,51.78139496,165,39.71489716,50.43391037,163.667,46.10931015,46.25136948,164.2,46.23953629,47.48802185
,,,,,,165.667,43.51397705,53.41965866,165.333,43.99621582,51.82684326,165.066,39.72733307,50.42243576,163.8,46.05007553,46.40509415,164.333,46.2868576,47.45284271
,,,,,,165.801,43.58642578,53.45335388,165.466,43.91195297,51.83820343,165.199,39.85163498,50.52568054,163.934,46.2040329,46.33416367,164.4,46.34598923,47.45284271
,,,,,,165.867,43.45357513,53.52072144,165.533,44.092453,51.77002716,165.266,39.83921051,50.49127579,164,46.05007553,46.27502823,164.533,46.10931015,47.46456909
,,,,,,166,43.5984993,53.44212341,165.666,44.06840134,51.80411911,165.4,39.8764801,50.44538498,164.134,46.01452255,46.40509415,164.667,46.32234192,47.32378769
,,,,,,166.134,43.64677048,53.37471771,165.8,44.092453,51.70182037,165.533,39.85163498,50.35356522,164.267,45.88407898,46.21586609,164.733,46.18035889,47.42938995
,,,,,,166.267,43.45357513,53.56561279,165.866,44.092453,51.74729538,165.6,39.88890076,50.62884521,164.4,46.22770309,46.15668106,164.867,46.05007553,47.44111633
,,,,,,166.401,43.55020905,53.54316711,166,43.91195297,51.62220001,165.733,39.86405945,50.57154083,164.467,45.87221527,46.22770309,164.933,46.23953629,47.33552551
,,,,,,166.467,43.67089844,53.45335388,166.133,44.0563736,51.82684326,165.866,39.8764801,50.36504745,164.6,46.05007553,46.26319885,165.067,46.19219589,47.33552551
,,,,,,166.601,43.45357513,53.59927368,166.266,44.092453,51.95175552,165.933,39.72733307,50.57154083,164.667,46.01452255,46.26319885,165.133,46.21586609,47.30030823
,,,,,,166.667,43.55020905,53.46458435,166.333,43.99621582,51.86091995,166.066,39.78949738,50.3880043,164.8,46.06192398,46.2868576,165.267,46.10931015,47.45284271
,,,,,,166.867,43.53813171,53.53194427,166.466,44.2126503,51.88363647,166.199,39.91374207,50.52568054,164.867,46.03822708,46.29868698,165.4,46.06192398,47.41765976
,,,,,,166.934,43.73120499,53.45335388,166.6,43.97214508,51.71319199,166.333,39.77706909,50.3191185,165,46.08562088,46.36963272,165.467,46.16851807,47.49974442
,,,,,,167.067,43.610569,53.48704147,166.666,44.14054489,51.95175552,166.533,39.80192947,50.5486145,165.134,45.99081421,46.26319885,165.6,46.08562088,47.35899734
,,,,,,167.201,43.67089844,53.52072144,166.8,43.93603516,51.89499283,166.6,39.78949738,50.51421356,165.267,46.06192398,46.52322388,165.733,45.87221527,47.38246536
,,,,,,167.267,43.64677048,53.50949478,166.933,44.17660141,51.82684326,166.733,39.8764801,50.46833038,165.4,46.10931015,46.15668106,165.8,46.19219589,47.28856659
,,,,,,167.401,43.65883636,53.41965866,167,43.98418045,52.00849915,166.866,39.86405945,50.42243576,165.467,45.99081421,46.29868698,165.933,45.88407898,47.24159622
,,,,,,167.534,43.67089844,53.48704147,167.133,44.10447693,51.97445679,167,39.85163498,50.51421356,165.6,46.05007553,46.42873001,166.133,45.93152618,47.25333786
,,,,,,167.601,43.68296432,53.64414215,167.266,44.23667526,51.95175552,167.066,39.88890076,50.47980499,165.734,46.10931015,46.18035889,166.267,46.06192398,47.30030823
,,,,,,167.734,43.50189972,53.49826813,167.4,44.092453,51.89499283,167.199,39.78949738,50.61738586,165.8,46.14484024,46.32234192,166.4,46.06192398,47.30030823
,,,,,,167.867,43.70708466,53.56561279,167.466,43.98418045,51.77002716,167.333,39.92615891,50.45685959,165.934,46.22770309,46.51141739,166.467,46.01452255,47.37073135
,,,,,,167.934,43.67089844,53.44212341,167.6,44.152565,51.99715042,167.4,39.85163498,50.62884521,166.067,46.08562088,46.36963272,166.6,45.97895813,47.44111633
,,,,,,168.067,43.6950264,53.46458435,167.666,43.96010971,51.91770172,167.533,39.95098877,50.60592651,166.134,46.21586609,46.41691208,166.733,46.2040329,47.37073135
,,,,,,168.201,43.42940521,53.475811,167.8,44.04434204,51.82684326,167.6,39.60290909,50.583004,166.267,46.09746552,46.32234192,166.867,45.97895813,47.37073135
,,,,,,168.267,43.55020905,53.38595581,167.933,44.02028275,51.80411911,167.8,39.97581482,50.50274277,166.4,46.08562088,46.35781097,166.933,45.99081421,47.45284271
,,,,,,168.401,43.83968353,53.57683563,168.066,44.152565,51.83820343,167.866,39.98822784,50.64030457,166.534,46.12115479,46.32234192,167.067,46.10931015,47.38246536
,,,,,,168.467,43.65883636,53.62171173,168.133,43.91195297,51.90634537,168,39.81435776,50.52568054,166.6,46.19219589,46.54683685,167.2,46.25136948,47.40592957
,,,,,,168.667,43.86377716,53.62171173,168.266,44.0563736,51.8495636,168.066,39.66513824,50.583004,166.734,46.2040329,46.36963272,167.267,46.07377243,47.39419556
,,,,,,168.734,43.8276329,53.63292694,168.4,44.17660141,51.94040298,168.199,39.81435776,50.60592651,166.8,46.2040329,46.48779678,167.4,46.02637482,47.31204605
,,,,,,168.867,43.63470459,53.82347488,168.466,43.96010971,51.97445679,168.333,39.82678223,50.67467499,166.934,46.13299942,46.31051254,167.533,46.02637482,47.38246536
,,,,,,168.934,43.46565628,53.50949478,168.6,44.08042908,51.98580551,168.466,39.86405945,50.5486145,167,46.14484024,46.42873001,167.6,45.91966629,47.39419556
,,,,,,169.067,43.71914673,53.75625229,168.733,43.98418045,51.94040298,168.533,39.82678223,50.62884521,167.134,45.9078064,46.36963272,167.733,46.14484024,47.27682495
,,,,,,169.201,43.97214508,53.73383713,168.8,44.2126503,51.88363647,168.666,39.85163498,50.64030457,167.267,45.95524597,46.44054413,167.8,46.05007553,47.38246536
,,,,,,169.267,43.86377716,53.80107117,168.933,44.08042908,52.08789825,168.8,39.81435776,50.75483322,167.4,46.00267029,46.47598648,167.933,46.03822708,47.41765976
,,,,,,169.401,43.75531769,53.70021057,169.066,43.93603516,51.97445679,168.866,39.85163498,50.52568054,167.534,46.02637482,46.44054413,168,46.05007553,47.34725952
,,,,,,169.467,43.64677048,53.59927368,169.133,43.98418045,51.91770172,169,39.91374207,50.49127579,167.6,46.21586609,46.42873001,168.2,46.05007553,47.37073135
,,,,,,169.601,43.71914673,53.82347488,169.266,44.18861771,52.08789825,169.133,39.85163498,50.39948273,167.734,46.16851807,46.36963272,168.267,46.07377243,47.42938995
,,,,,,169.734,43.83968353,53.74504471,169.4,44.22466278,51.90634537,169.199,39.6900177,50.53714752,167.867,46.19219589,46.36963272,168.4,46.06192398,47.40592957
,,,,,,169.867,43.77942657,53.73383713,169.466,44.152565,52.14458466,169.333,39.91374207,50.53714752,168,46.09746552,46.49960709,168.533,46.16851807,47.30030823
,,,,,,170,43.81558609,53.73383713,169.6,44.24868774,52.15591812,169.466,39.67757797,50.53714752,168.067,46.13299942,46.44054413,168.667,46.13299942,47.35899734
,,,,,,170.067,43.79148102,53.65535736,169.733,44.27270889,51.97445679,169.6,39.93857574,50.35356522,168.2,46.26319885,46.47598648,168.8,46.32234192,47.46456909
,,,,,,170.201,43.74326324,53.7898674,169.8,44.24868774,52.13324738,169.666,39.61535645,50.59446716,168.334,46.32234192,46.32234192,168.867,46.14484024,47.49974442
,,,,,,170.334,43.74326324,53.76745987,169.933,44.11650085,52.21257782,169.8,39.88890076,50.59446716,168.4,46.06192398,46.66484451,169,46.03822708,47.39419556
