Time_DR1,Front_DR1,Back_DR1,Time__F1,Back_F1,Front_F1,Time_F2,Front_F2,Back_F2,Time_B1,Back_B1,Front_B1,Time_B2,Back_B2,Front_B2,Time_C1,Back_C1,Front_C1,Time_C2,Back_C2,Front_C2
43.2,35.78640747,48.75996399,41.466,42.59281921,32.68051529,44.134,33.9245491,41.75083923,43.333,38.36450958,39.92615891,42.4,33.02225876,37.79756927,41.867,36.20915222,36.63046265,42.933,37.34217072,38.10025406
43.333,35.61947632,48.51583099,41.533,42.65362167,32.61468506,44.201,33.8854599,41.67736435,43.466,38.32679367,39.60290909,42.466,32.90407181,37.86069107,42,36.1579895,36.74511719,43.067,37.34217072,38.21357727
43.467,35.6066246,48.67863464,41.666,42.87227631,32.71999741,44.334,33.74201584,41.79980087,43.533,38.27648544,39.70245743,42.6,32.65418625,37.7217865,42.134,36.3369751,36.74511719,43.133,37.41818619,38.33936691
43.6,35.73506927,48.5739975,41.8,42.66577911,32.68051529,44.467,33.89849091,41.66511536,43.666,38.30164337,39.8764801,42.733,32.66735077,37.73442078,42.2,36.02998352,36.68143463,43.267,37.35484314,37.99944305
43.733,35.65802002,48.69025803,41.933,42.81157684,32.77261734,44.534,33.82027817,41.90988922,43.733,38.30164337,39.8764801,42.8,32.68051529,37.69651413,42.334,36.24751282,36.82149506,43.4,37.22806168,38.08765793
43.8,35.82489777,48.8180275,42.066,42.64146423,32.74631119,44.667,33.91152191,41.83650589,43.866,38.43991089,39.85163498,42.933,32.74631119,37.97422409,42.4,36.24751282,36.68143463,43.467,37.31682205,38.27648544
43.933,35.88902283,48.78319168,42.133,42.60498047,32.75946426,44.801,33.98967361,41.99545288,44,38.41478348,39.97581482,43.066,32.62785339,37.82282257,42.533,36.17078018,36.73238373,43.6,37.16462326,38.02465439
44,35.79924011,48.96887589,42.266,42.66577911,32.89093399,44.867,33.75506592,41.90988922,44.066,38.49015427,40.12467194,43.199,32.83836365,37.78494263,42.6,36.23472595,36.93597794,43.667,37.41818619,38.16322327
44.133,35.67086411,48.86445999,42.4,42.86013794,32.71999741,45,33.75506592,41.93434143,44.2,38.56547928,40.06267166,43.266,32.56199265,37.82282257,42.8,36.18357468,36.83422089,43.8,37.41818619,38.18840408
44.267,35.88902283,48.77157974,42.466,42.79943085,32.91720963,45.134,33.80723953,41.97101212,44.333,38.46503448,39.96340179,43.4,32.77261734,37.79756927,42.934,36.36252213,37.02494431,43.933,37.44351196,38.07505798
44.333,35.68370819,48.93407822,42.6,42.62930298,32.75946426,45.201,33.96363068,41.77532196,44.466,38.50270844,40.02545547,43.533,32.89093399,38.03725815,43,36.41360092,36.83422089,44.067,37.58272552,38.27648544
44.467,35.86338043,48.93407822,42.733,42.79943085,32.96974564,45.401,34.00269699,42.01988983,44.533,38.59057617,40.12467194,43.6,32.90407181,37.82282257,43.134,36.24751282,37.06305313,44.133,37.22806168,38.28906631
44.6,35.96593094,49.30478668,42.8,42.84799957,32.87779236,45.467,33.85939026,42.00767136,44.666,38.46503448,40.05026627,43.733,32.71999741,37.98683548,43.267,36.27307892,36.84694672,44.267,37.44351196,38.25132751
44.733,36.04278946,49.02684784,42.933,42.95721054,32.89093399,45.601,34.01571274,42.03210449,44.8,38.56547928,39.96340179,43.8,32.95661163,38.02465439,43.467,36.18357468,37.13924026,44.4,37.55742645,38.36450958
44.8,35.70939255,49.09638596,43.066,42.92081451,32.77261734,45.667,34.00269699,42.05653381,44.933,38.50270844,40.0998764,43.933,32.96974564,37.94900513,43.533,36.40083313,36.93597794,44.467,37.58272552,38.18840408
44.933,36.00436783,49.16588974,43.133,42.95721054,32.75946426,45.801,33.97665405,41.95878983,45.066,38.37707901,40.18664551,44.066,32.82521439,37.92377853,43.667,36.41360092,37.02494431,44.6,37.59537506,38.26390839
45.133,36.04278946,49.13114166,43.266,43.05420685,33.00913239,45.934,33.97665405,41.90988922,45.133,38.51526642,40.1370697,44.199,33.04850769,37.81019592,43.8,36.47742462,37.050354,44.733,37.50681305,38.28906631
45.267,35.91466522,49.25850296,43.4,42.78728867,32.91720963,46.067,34.11981964,42.19081116,45.266,38.41478348,40.19903946,44.266,33.21897888,38.08765793,43.934,36.47742462,37.24074554,44.8,37.44351196,38.35194016
45.467,36.01717377,49.33948898,43.533,42.88441086,32.91720963,46.134,34.05476379,42.28838348,45.4,38.60312271,40.16186142,44.4,32.87779236,38.35194016,44,36.69417191,37.06305313,44.933,37.50681305,38.21357727
45.6,36.04278946,49.25850296,43.6,42.93294907,32.94348145,46.267,34.13282394,42.06874847,45.466,38.61566925,40.28574371,44.533,33.27138519,38.37707901,44.134,36.42636871,37.050354,45.067,37.57007599,38.43991089
45.733,36.27307892,49.50131989,43.733,42.88441086,32.96974564,46.401,33.98967361,42.22740936,45.6,38.70345688,40.3352623,44.666,33.08786774,38.25132751,44.267,36.69417191,37.10115051,45.133,37.5447731,38.32679367
45.8,35.94029999,49.51287079,43.866,42.86013794,32.90407181,46.467,33.98967361,42.01988983,45.8,38.74106216,40.23620224,44.733,33.03538132,38.12544632,44.467,36.61771774,37.22806168,45.267,37.57007599,38.28906631
45.933,36.1579895,49.44354248,43.933,42.78728867,32.91720963,46.601,34.14583206,42.14200211,45.933,38.75359344,40.31050491,44.866,33.1665535,38.13803864,44.533,36.59222031,37.11384964,45.333,37.69651413,38.38964844
46,36.14519501,49.48976517,44.066,43.07844543,33.11410141,46.734,33.98967361,42.42242432,46.066,38.80371094,40.24858856,45.066,32.87779236,38.03725815,44.667,36.47742462,37.15193176,45.467,37.43085098,38.40221786
46.2,36.31142044,49.54751968,44.133,43.02996445,32.95661163,46.801,34.01571274,42.26399612,46.133,38.85380936,40.45897293,45.199,33.04850769,38.21357727,44.8,36.69417191,37.29146957,45.6,37.6206665,38.60312271
46.267,36.1579895,49.44354248,44.266,43.04208755,32.94348145,46.934,34.01571274,42.14200211,46.266,38.72852707,40.39713287,45.266,33.07474899,38.16322327,44.934,36.57947159,37.22806168,45.733,37.63331223,38.35194016
46.4,36.09400177,49.58216095,44.4,43.34477615,33.2058754,47.067,33.96363068,42.17861176,46.4,38.76612473,40.52078629,45.4,33.11410141,38.02465439,45,36.61771774,37.24074554,45.867,37.7596817,38.55292511
46.467,36.20915222,49.6744957,44.466,43.19957352,33.08786774,47.134,34.00269699,42.19081116,46.466,38.8162384,40.4466095,45.533,33.06162643,38.12544632,45.134,36.70691299,37.15193176,46,37.6206665,38.41478348
46.6,36.1323967,49.52442169,44.6,43.24799347,33.2058754,47.267,33.95060349,42.16640854,46.6,38.85380936,40.45897293,45.666,33.23208237,38.13803864,45.267,36.70691299,37.41818619,46.067,37.82282257,38.66584015
46.733,36.18357468,49.76676941,44.733,43.23588943,33.12721634,47.401,34.10681152,42.45895386,46.8,38.56547928,40.27335739,45.8,33.04850769,38.04985809,45.334,36.74511719,37.31682205,46.2,37.73442078,38.46503448
46.8,36.32419586,49.72064209,44.866,43.28429413,33.24518585,47.534,34.13282394,42.20301437,46.933,38.67838287,40.58256912,45.933,33.12721634,38.18840408,45.533,36.57947159,37.29146957,46.267,38.07505798,38.54037476
46.933,36.2986412,49.82440948,45,43.34477615,33.21897888,47.601,34.08079147,42.22740936,47.066,38.71599197,40.38476181,46.066,33.2058754,38.25132751,45.6,36.57947159,37.32949829,46.4,37.79756927,38.69091797
47.066,36.37529373,49.82440948,45.066,43.00571823,33.49385452,47.801,34.13282394,42.32495117,47.133,38.94143295,40.40950394,46.199,33.34994888,38.36450958,45.734,36.69417191,37.30414581,46.533,37.79756927,38.45247269
47.2,36.31142044,49.88202286,45.2,43.27219391,33.1665535,47.934,34.17183685,42.50764847,47.266,38.76612473,40.54550171,46.266,33.31067276,38.28906631,45.867,36.91054535,37.27878952,46.6,37.82282257,38.50270844
47.267,36.41360092,49.75523758,45.333,43.30849075,33.29758072,48.067,34.08079147,42.38587952,47.333,38.90388489,40.63197327,46.466,33.10098648,38.18840408,45.934,36.61771774,37.44351196,46.733,37.7217865,38.76612473
47.4,36.56671906,49.9165802,45.533,43.23588943,33.21897888,48.134,34.05476379,42.54415894,47.466,38.79118347,40.57021332,46.533,33.1665535,38.27648544,46.067,36.80876923,37.29146957,46.8,37.78494263,38.52782059
47.533,36.49018478,49.88202286,45.6,43.10268021,33.14033127,48.267,34.18483734,42.43460083,47.6,38.82876205,40.6072731,46.666,33.12721634,38.38964844,46.2,36.66869354,37.19000244,47,37.91116333,38.61566925
47.6,36.37529373,50.05472565,45.733,43.29639435,33.34994888,48.401,34.09379959,42.51982117,47.733,38.86632919,40.50842667,46.733,33.25828552,38.23874283,46.267,36.96140289,37.16462326,47.067,37.8354454,38.62821579
47.733,36.54121399,49.96264648,45.866,43.45357513,33.46770477,48.601,34.22383499,42.7022438,47.8,38.79118347,40.50842667,46.866,33.25828552,38.51526642,46.4,36.85966873,37.15193176,47.2,37.89854813,38.65330124
47.867,36.56671906,49.89354324,46,43.33268356,33.40229797,48.734,34.13282394,42.49547577,47.933,38.70345688,40.6566658,47,33.40229797,38.41478348,46.467,36.93597794,37.35484314,47.333,37.93638992,38.60312271
47.933,36.57947159,50.0086937,46.066,43.3931427,33.27138519,48.801,34.15883636,42.48330307,48,38.75359344,40.66901398,47.066,33.27138519,38.41478348,46.6,36.98682404,37.39285278,47.4,37.78494263,38.82876205
48.066,36.47742462,50.227211,46.2,43.3931427,33.46770477,48.934,34.28879929,42.41024399,48.2,38.8162384,40.57021332,47.199,33.46770477,38.49015427,46.734,36.96140289,37.35484314,47.533,37.98683548,38.72852707
48.133,36.50294495,50.28466034,46.333,43.47774124,33.21897888,49.067,34.36671066,42.45895386,48.266,38.87884903,40.6937027,47.333,33.38921356,38.38964844,46.8,36.88510895,37.50681305,47.667,38.16322327,38.8162384
48.333,36.3497467,50.20422745,46.4,43.47774124,33.44154739,49.201,34.22383499,42.56848907,48.4,38.91640472,40.80473709,47.4,33.38921356,38.55292511,46.934,36.94869232,37.31682205,47.733,38.02465439,38.69091797
48.4,36.59222031,50.19272995,46.533,43.45357513,33.45462418,49.267,34.24982452,42.47113037,48.533,38.90388489,40.94032288,47.533,33.33686066,38.45247269,47,36.78331375,37.34217072,47.867,38.04985809,38.70345688
48.533,36.59222031,50.26168442,46.666,43.55020905,33.21897888,49.401,34.30178833,42.53199005,48.6,39.04150009,40.81707001,47.666,33.15344238,38.25132751,47.134,36.92326355,37.4814949,47.933,38.18840408,38.75359344
48.6,36.68143463,50.21572113,46.733,43.55020905,33.6375885,49.534,34.34074402,42.49547577,48.733,38.79118347,40.75540161,47.733,33.37612915,38.51526642,47.267,37.07575607,37.45617676,48.067,38.10025406,38.96645737
48.733,36.61771774,50.27317047,46.866,43.44149017,33.53307343,49.601,34.31477356,42.51982117,48.866,38.87884903,40.68135834,47.866,33.34994888,38.56547928,47.334,36.96140289,37.39285278,48.2,38.11285019,38.77865601
48.867,36.78331375,50.37652588,47,43.42940521,33.46770477,49.734,34.28879929,42.78728867,48.933,39.02899551,40.82939911,48,33.44154739,38.40221786,47.533,36.93597794,37.41818619,48.333,38.07505798,38.90388489
48.933,36.65595245,50.44538498,47.066,43.52605438,33.34994888,49.801,34.40564728,42.64146423,49.066,38.74106216,40.82939911,48.066,33.33686066,38.46503448,47.6,37.01223755,37.60802078,48.4,38.08765793,38.8162384
49.066,36.69417191,50.33060074,47.2,43.610569,33.49385452,49.934,34.22383499,42.7022438,49.2,38.90388489,40.85405731,48.199,33.48078156,38.62821579,47.8,37.16462326,37.50681305,48.533,37.89854813,38.69091797
49.2,36.71964645,50.34208298,47.333,43.68296432,33.1796608,50.067,34.22383499,42.72654724,49.266,38.92891693,40.79240417,48.333,33.23208237,38.43991089,47.934,36.99953079,37.57007599,48.6,37.92377853,38.72852707
49.333,36.61771774,50.56007767,47.4,43.55020905,33.46770477,50.267,34.39266968,42.67793655,49.4,38.96645737,40.96495819,48.466,33.40229797,38.52782059,48.067,37.16462326,37.59537506,48.733,38.17581558,38.84128571
49.4,36.77058411,50.45685959,47.533,43.45357513,33.41538239,50.401,34.34074402,42.84799957,49.533,38.96645737,40.94032288,48.6,33.52000046,38.65330124,48.134,37.0884552,37.7217865,48.867,38.20098877,38.61566925
49.533,36.85966873,50.46833038,47.733,43.5984993,33.41538239,50.534,34.41862488,42.90868378,49.6,38.94143295,40.84172821,48.666,33.50692749,38.49015427,48.267,37.21537781,37.68387604,49,38.07505798,38.82876205
49.6,36.98682404,50.583004,47.866,43.610569,33.41538239,50.667,34.26281738,42.76299286,49.733,39.05400085,40.85405731,48.8,33.54614258,38.82876205,48.334,37.16462326,37.6206665,49.067,38.16322327,38.96645737
49.733,36.88510895,50.60592651,48,43.53813171,33.54614258,50.734,34.5094223,42.55632401,49.866,39.05400085,40.94032288,48.866,33.61146927,38.76612473,48.467,37.22806168,37.74705124,49.2,38.31422043,38.94143295
49.867,36.88510895,50.61738586,48.133,43.67089844,33.29758072,50.867,34.36671066,42.75084686,49.933,38.99147415,40.79240417,49,33.29758072,38.71599197,48.6,37.30414581,37.7596817,49.333,38.18840408,38.97896576
50.066,36.75785065,50.65176392,48.2,43.50189972,33.59840775,50.934,34.37969208,42.88441086,50.066,39.00398254,40.90335846,49.133,33.68981552,38.80371094,48.734,37.31682205,37.77231216,49.4,38.22616196,38.85380936
50.2,36.94869232,50.50274277,48.333,43.65883636,33.46770477,51.067,34.49645615,42.79943085,50.2,39.11649704,40.90335846,49.199,33.58534241,38.64075851,48.867,37.30414581,37.91116333,49.533,38.17581558,39.02899551
50.333,36.91054535,50.83494949,48.466,43.56228256,33.53307343,51.201,34.48348618,42.78728867,50.333,39.16646957,41.00190353,49.333,33.62453079,38.87884903,49.067,37.38018417,37.88592911,49.667,38.23874283,39.07900238
50.467,36.89782715,50.46833038,48.533,43.50189972,33.4284668,51.334,34.45754623,42.56848907,50.4,39.20393753,41.03883743,49.466,33.75506592,38.89136887,49.134,37.43085098,37.74705124,49.733,38.13803864,38.91640472
50.533,37.02494431,50.72048569,48.666,43.6950264,33.54614258,51.467,34.34074402,42.83585739,50.533,39.19145203,41.23564148,49.533,33.58534241,38.96645737,49.334,37.43085098,37.68387604,49.867,38.35194016,39.31627655
50.667,37.17731476,50.89214706,48.733,43.67089844,33.55921173,51.534,34.23683167,42.76299286,50.6,39.20393753,41.07575989,49.666,33.44154739,38.89136887,49.4,37.36751556,37.92377853,50,38.23874283,39.11649704
50.733,36.93597794,50.76628113,48.866,43.64677048,33.40229797,51.667,34.60015106,42.65362167,50.733,39.00398254,41.0265274,49.8,33.67676163,38.96645737,49.533,37.55742645,37.84806824,50.133,38.18840408,39.12899017
50.867,37.0884552,50.92645264,49,43.73120499,33.55921173,51.801,34.39266968,42.95721054,50.866,39.11649704,41.21105957,49.933,33.75506592,38.89136887,49.667,37.53211975,37.94900513,50.2,38.28906631,39.05400085
50.933,37.07575607,50.85783005,49.066,43.63470459,33.67676163,51.867,34.30178833,42.95721054,50.933,39.05400085,41.11267471,50,33.8333168,38.91640472,49.734,37.53211975,37.84806824,50.333,38.32679367,39.20393753
51.133,37.13924026,51.02932358,49.2,43.68296432,33.53307343,52,34.5353508,42.86013794,51.066,39.19145203,41.18647003,50.133,33.74201584,38.94143295,49.867,37.45617676,37.97422409,50.4,38.43991089,38.96645737
51.2,37.10115051,50.98361206,49.333,43.55020905,33.72896957,52.067,34.36671066,42.96933746,51.2,39.21642685,41.14957809,50.266,33.95060349,39.00398254,50,37.63331223,37.91116333,50.533,38.30164337,39.01649094
51.333,37.15193176,51.00646973,49.466,43.83968353,33.46770477,52.201,34.60015106,42.82371902,51.266,39.30379868,41.24793243,50.333,33.59840775,39.04150009,50.067,37.40552139,37.86069107,50.6,38.54037476,39.04150009
51.467,37.12654495,50.91501999,49.6,43.74326324,33.58534241,52.267,34.56127548,42.86013794,51.4,39.2913208,41.4198761,50.466,33.59840775,39.15398026,50.2,37.67123413,37.79756927,50.8,38.49015427,39.14148712
51.533,37.24074554,51.15494919,49.666,43.76737213,33.76810837,52.467,34.66491699,43.07844543,51.533,39.24139404,41.28479767,50.533,33.78115463,39.10400009,50.334,37.5194664,37.7217865,50.933,38.54037476,39.24139404
51.667,37.10115051,51.05217361,49.8,43.70708466,33.54614258,52.534,34.56127548,43.04208755,51.6,39.2913208,41.18647003,50.733,33.72896957,39.04150009,50.4,37.38018417,38.08765793,51.133,38.43991089,39.32875061
51.8,37.06305313,51.08644104,49.933,43.74326324,33.62453079,52.667,34.5094223,43.05420685,51.733,39.41604614,41.33393478,50.8,33.70286942,39.05400085,50.534,37.4814949,37.92377853,51.2,38.47759247,39.09150314
52,37.21537781,50.9378891,50,43.77942657,33.66370392,52.801,34.5353508,43.21168137,51.866,39.27884293,41.1987648,50.933,33.79419708,39.10400009,50.667,37.45617676,38.06246185,51.4,38.57802582,39.26636124
52.133,37.24074554,51.16636658,50.133,43.70708466,33.78115463,52.867,34.5094223,43.11479568,51.933,39.26636124,41.27251053,51,33.6375885,39.01649094,50.734,37.5194664,37.96161652,51.6,38.35194016,39.2913208
52.2,37.17731476,51.36027527,50.266,43.8276329,33.6375885,53,34.56127548,43.11479568,52.133,39.35369873,41.45669174,51.199,33.75506592,39.06650162,50.867,37.5194664,38.13803864,51.667,38.45247269,39.22891235
52.333,37.21537781,51.34887695,50.333,43.73120499,33.74201584,53.134,34.49645615,43.15113449,52.333,39.26636124,41.44442368,51.4,33.89849091,39.15398026,51,37.35484314,37.98683548,51.8,38.22616196,39.07900238
52.467,37.20269012,51.02932358,50.466,43.91195297,33.89849091,53.201,34.60015106,43.06632996,52.4,39.35369873,41.5548172,51.466,33.78115463,39.12899017,51.134,37.46883774,38.15063477,51.933,38.37707901,38.99147415
52.533,37.38018417,51.32607651,50.533,43.85173035,33.57227707,53.334,34.70375824,43.33268356,52.533,39.27884293,41.48123169,51.6,33.80723953,39.02899551,51.2,37.5194664,38.07505798,52,38.36450958,39.22891235
52.667,37.36751556,51.23483658,50.666,43.89990997,33.70286942,53.467,34.56127548,43.11479568,52.666,39.41604614,41.45669174,51.733,33.85939026,39.16646957,51.334,37.55742645,38.18840408,52.133,38.30164337,39.20393753
52.8,37.30414581,51.36027527,50.733,44.02028275,33.76810837,53.534,34.62606049,43.21168137,52.733,39.12899017,41.48123169,51.8,33.91152191,39.21642685,51.4,37.5194664,38.23874283,52.267,38.26390839,39.20393753
52.867,37.39285278,51.30327225,50.933,44.02028275,33.62453079,53.667,34.67786407,43.30849075,52.866,39.21642685,41.51802826,51.933,33.89849091,39.39111328,51.534,37.63331223,38.13803864,52.333,38.51526642,39.26636124
53,37.44351196,51.36027527,51,44.08042908,33.71591949,53.801,34.74258804,43.27219391,53,39.34122467,41.56707764,52,33.96363068,39.27884293,51.667,37.58272552,38.15063477,52.467,38.47759247,39.31627655
53.133,37.38018417,51.45143509,51.133,44.06840134,33.8333168,53.934,34.67786407,43.07844543,53.066,39.17896271,41.61610413,52.133,33.8854599,39.34122467,51.8,37.5447731,38.10025406,52.6,38.54037476,39.15398026
53.267,37.49415588,51.42865372,51.2,44.02028275,33.96363068,54,34.62606049,43.21168137,53.2,39.19145203,41.46896362,52.266,33.85939026,39.34122467,51.934,37.65859604,37.97422409,52.667,38.38964844,39.07900238
53.333,37.64595413,51.3830719,51.333,43.93603516,33.93757629,54.201,34.70375824,43.36896133,53.266,39.31627655,41.65286636,52.4,34.09379959,39.51574326,52,37.84806824,38.08765793,52.8,38.60312271,39.16646957
53.467,37.45617676,51.47421646,51.466,44.0323143,33.76810837,54.334,34.72964859,43.36896133,53.4,39.36617279,41.81203461,52.466,33.98967361,39.42851257,52.134,37.78494263,38.16322327,52.933,38.55292511,39.42851257
53.533,37.6206665,51.51976776,51.6,43.97214508,33.91152191,54.467,34.6390152,43.51397705,53.466,39.36617279,41.64061356,52.6,33.98967361,39.22891235,52.2,37.74705124,38.08765793,53,38.55292511,39.32875061
53.667,37.55742645,51.62220001,51.733,44.0323143,33.8333168,54.601,34.54831314,43.48981857,53.6,39.49082565,41.78755951,52.666,33.98967361,39.40357971,52.334,37.73442078,38.32679367,53.133,38.59057617,39.25387955
53.8,37.57007599,51.82684326,51.8,43.83968353,33.89849091,54.667,34.96239853,43.30849075,53.666,39.42851257,41.73859787,52.866,34.00269699,39.52819824,52.4,37.89854813,38.22616196,53.267,38.59057617,39.42851257
53.933,37.4814949,51.74729538,51.933,43.96010971,33.9245491,54.801,34.76847076,43.40523148,53.8,39.57801056,41.67736435,52.933,34.23683167,39.57801056,52.534,37.88592911,38.18840408,53.333,38.75359344,39.32875061
54,37.5447731,51.86091995,52.066,44.11650085,34.00269699,54.934,34.72964859,43.41732025,53.866,39.440979,41.78755951,53.066,34.00269699,39.49082565,52.667,37.7596817,38.32679367,53.467,38.51526642,39.12899017
54.133,37.63331223,51.75866318,52.133,44.16458511,33.8333168,55,34.67786407,43.3931427,54,39.41604614,41.65286636,53.133,33.98967361,39.52819824,52.8,37.67123413,38.17581558,53.533,38.54037476,39.36617279
54.267,37.58272552,51.78139496,52.266,44.152565,33.84635544,55.134,34.66491699,43.57435608,54.133,39.56555939,41.72635269,53.266,34.08079147,39.64025116,52.867,37.97422409,38.27648544,53.667,38.33936691,39.16646957
54.4,37.67123413,51.92905426,52.4,44.3687439,33.84635544,55.201,34.8719368,43.35686874,54.266,39.40357971,41.68961334,53.4,34.01571274,39.50328445,53,37.82282257,38.16322327,53.8,38.59057617,39.2913208
54.467,37.65859604,51.89499283,52.466,43.99621582,33.89849091,55.334,34.93655777,43.62263489,54.333,39.52819824,41.90988922,53.466,34.09379959,39.56555939,53.134,37.97422409,38.27648544,53.933,38.65330124,39.41604614
54.6,37.87331009,51.95175552,52.6,44.00825119,34.06777573,55.467,34.97531509,43.53813171,54.466,39.40357971,41.82427216,53.6,34.08079147,39.57801056,53.2,37.92377853,38.37707901,54,38.50270844,39.35369873
54.667,37.74705124,51.98580551,52.733,44.08042908,33.93757629,55.601,34.96239853,43.76737213,54.6,39.55310822,41.78755951,53.733,34.15883636,39.6278038,53.334,37.7596817,38.35194016,54.133,38.59057617,39.41604614
54.8,37.64595413,51.91770172,52.8,44.24868774,34.05476379,55.667,35.18181229,43.73120499,54.666,39.47836685,41.87320328,53.866,34.14583206,39.42851257,53.467,37.96161652,38.40221786,54.267,38.64075851,39.40357971
54.867,37.81019592,51.82684326,52.933,44.18861771,33.98967361,55.801,35.07860565,43.77942657,54.8,39.40357971,41.81203461,53.933,34.11981964,39.64025116,53.6,38.18840408,38.21357727,54.4,38.60312271,39.22891235
55.067,37.7596817,51.97445679,53.066,44.16458511,34.06777573,55.867,35.18181229,43.80353165,54.933,39.40357971,42.01988983,54.066,34.3277626,39.67757797,53.734,37.86069107,38.23874283,54.533,38.55292511,39.2913208
55.133,37.92377853,51.87228012,53.2,44.06840134,33.91152191,56,35.27204895,43.86377716,55,39.55310822,41.81203461,54.199,34.01571274,39.66513824,53.8,37.91116333,38.35194016,54.6,38.75359344,39.47836685
55.267,37.84806824,52.04253006,53.4,44.23667526,34.01571274,56.134,35.0527916,43.87582397,55.133,39.50328445,42.00767136,54.266,34.21083832,39.67757797,53.934,37.73442078,38.01204681,54.733,38.50270844,39.35369873
55.333,37.7596817,51.98580551,53.466,44.11650085,33.87242508,56.267,35.11732101,43.80353165,55.2,39.45344162,41.98323441,54.4,34.27581024,39.64025116,54,37.86069107,38.25132751,54.867,38.56547928,39.54065323
55.467,37.99944305,52.08789825,53.6,44.17660141,34.0287323,56.334,34.83314514,43.85173035,55.333,39.440979,41.98323441,54.466,34.30178833,39.77706909,54.134,37.74705124,38.20098877,54.933,38.43991089,39.41604614
55.6,37.78494263,52.05387497,53.733,44.16458511,34.22383499,56.534,34.94947815,43.76737213,55.466,39.54065323,41.8854332,54.666,34.41862488,39.77706909,54.2,37.7596817,38.26390839,55.067,38.64075851,39.51574326
55.733,37.88592911,52.23523331,53.866,44.3687439,34.13282394,56.601,34.96239853,43.86377716,55.6,39.30379868,41.95878983,54.733,34.23683167,39.73976898,54.4,37.82282257,38.37707901,55.2,38.76612473,39.47836685
55.8,37.81019592,52.1219101,53.933,44.33273697,34.15883636,56.734,35.0527916,43.80353165,55.666,39.60290909,41.93434143,54.866,34.18483734,39.8764801,54.467,37.93638992,38.26390839,55.267,38.66584015,39.49082565
55.933,37.91116333,52.30318451,54.066,44.17660141,34.14583206,56.867,35.0527916,43.75531769,55.8,39.55310822,41.97101212,54.933,34.39266968,39.81435776,54.6,37.82282257,38.32679367,55.4,38.52782059,39.47836685
56.067,38.10025406,52.23523331,54.133,44.34474182,34.11981964,56.934,35.16891861,43.81558609,55.933,39.50328445,42.01988983,55.066,34.23683167,39.71489716,54.734,37.93638992,38.38964844,55.467,38.61566925,39.54065323
56.133,37.99944305,52.23523331,54.333,44.28471756,34.11981964,57.067,35.18181229,43.83968353,56,39.49082565,41.89766312,55.199,34.23683167,39.70245743,54.8,37.94900513,38.22616196,55.6,38.76612473,39.51574326
56.267,38.08765793,52.21257782,54.4,44.35674286,34.28879929,57.201,35.15602112,43.98418045,56.133,39.47836685,41.97101212,55.333,34.17183685,39.70245743,54.934,37.97422409,38.12544632,55.733,38.65330124,39.55310822
56.4,37.94900513,52.39373398,54.533,44.33273697,34.09379959,57.267,35.20759964,43.92399216,56.2,39.55310822,42.12979507,55.4,34.3277626,39.78949738,55,38.20098877,38.15063477,55.867,38.80371094,39.50328445
56.533,37.87331009,52.46160889,54.733,44.34474182,34.35372925,57.401,35.24627304,44.17660141,56.4,39.54065323,41.93434143,55.533,34.22383499,39.6900177,55.134,37.99944305,38.40221786,55.933,38.94143295,39.59046173
56.6,37.97422409,52.34846497,54.8,44.53663635,34.26281738,57.467,35.15602112,44.0563736,56.466,39.66513824,42.14200211,55.6,34.19783783,39.92615891,55.267,38.02465439,38.21357727,56.067,38.86632919,39.54065323
56.733,37.94900513,52.25788879,54.933,44.53663635,34.31477356,57.601,35.31069946,44.06840134,56.6,39.55310822,41.99545288,55.733,34.01571274,39.93857574,55.334,38.04985809,38.31422043,56.133,38.85380936,39.70245743
56.867,37.94900513,52.42767334,55.066,44.58456802,34.30178833,57.734,35.38796616,44.17660141,56.733,39.56555939,42.14200211,55.866,34.43159866,40.00063705,55.467,38.10025406,38.67838287,56.267,39.01649094,39.64025116
56.933,38.21357727,52.43898773,55.2,44.62050629,34.26281738,57.801,35.40083694,44.23667526,56.866,39.59046173,42.12979507,55.933,34.35372925,39.83921051,55.534,38.07505798,38.25132751,56.4,38.94143295,39.80192947
57.067,38.11285019,52.50683975,55.333,44.59654999,34.31477356,57.934,35.33646011,44.200634,56.933,39.66513824,42.25180435,56.066,34.39266968,39.92615891,55.667,38.08765793,38.51526642,56.467,39.05400085,39.72733307
57.2,38.02465439,52.59725571,55.4,44.52465057,34.27581024,58.067,35.3235817,44.27270889,57.066,39.59046173,42.11758804,56.199,34.39266968,39.8764801,55.734,37.98683548,38.40221786,56.6,38.97896576,39.80192947
57.267,38.16322327,52.54075241,55.533,44.50067902,34.41862488,58.201,35.25915909,44.26070023,57.266,39.73976898,42.27619171,56.333,34.44457245,39.82678223,55.867,38.28906631,38.54037476,56.733,39.01649094,39.73976898
57.4,38.21357727,52.57465744,55.733,44.60852814,34.43159866,58.267,35.6066246,44.12852478,57.333,39.81435776,42.31276321,56.4,34.49645615,39.91374207,56.067,38.11285019,38.42734909,56.867,39.00398254,40.00063705
57.533,38.10025406,52.61985016,55.866,44.45271683,34.41862488,58.401,35.29781723,44.30872726,57.466,39.92615891,42.23960876,56.533,34.19783783,39.92615891,56.134,38.18840408,38.42734909,56.933,39.19145203,39.72733307
