Time,Time_Short,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6
74.467,74.467,64.77382624,61.64918138,48.19241725,49.15821287,31.46484838,29.09861094
74.601,74.601,64.15065363,61.0975869,48.52638063,49.9218741,32.71766923,29.87500452
74.667,74.667,64.01740937,60.7887726,48.51618864,50.05571399,31.94829091,29.97859426
74.801,74.801,64.08622313,61.45799753,49.09000492,49.03167842,32.61495003,30.25166023
74.934,74.934,64.608886,61.70684607,48.48415666,49.26016334,32.34530006,30.14144722
75,75,63.73032814,62.025888,49.01566752,48.97418174,32.31020845,29.58168184
75.134,75.134,64.3154615,60.71340684,48.17896199,49.23854735,32.36753713,30.28142166
75.267,75.267,64.48630719,61.24948933,48.1873518,50.35789485,32.35022297,28.96622704
75.334,75.334,64.54567732,61.7045348,49.49552606,49.64873685,32.43219163,29.73394063
75.467,75.467,63.87462475,61.48850224,49.75639422,49.62485542,32.10691843,29.96284809
75.601,75.601,64.41709124,61.56994145,48.08294752,49.40931667,32.56795589,30.11988724
75.734,75.734,64.50098936,62.50423963,49.24065499,50.18840334,32.43410581,29.85309835
75.867,75.867,64.58183802,61.64153994,49.32956765,49.65908666,32.81838769,29.95656591
75.934,75.934,64.38256981,62.11647048,49.50234278,49.45759373,32.54016973,30.08509599
76.067,76.067,63.85147641,62.18321733,48.60713766,50.03591037,31.78530049,29.91420958
76.134,76.134,64.7572808,61.79130418,49.43074938,49.54198057,31.89722913,30.99830765
76.267,76.267,64.63880016,61.79130418,49.7303237,50.00295694,32.30534155,30.98203712
76.401,76.401,64.8625709,61.39869867,49.18288849,50.35324176,32.04758393,30.45753134
76.534,76.534,63.77470047,61.76636384,49.19423102,50.37369702,32.60277259,30.62097994
76.601,76.601,65.14231104,61.98945239,49.60256234,49.87029304,33.18388923,30.82462633
76.734,76.734,65.23703243,61.96698623,49.59216162,49.99830895,32.44986725,30.60814068
76.801,76.801,65.36301196,61.82814197,49.44883228,49.99773876,32.21301798,30.83756741
76.934,76.934,64.51959153,62.01680074,49.75249459,50.20938296,31.9963796,30.87417611
77.067,77.067,64.75668516,61.83237761,49.13032998,50.28433636,32.37146222,30.50545203
77.134,77.134,65.25798659,62.3113096,49.29005204,51.00515762,32.70533905,30.98565675
77.334,77.334,64.60727728,62.19224351,50.05523036,49.70725172,32.39415748,30.65706937
77.401,77.401,65.01279842,62.38066809,48.96661156,49.65473394,32.92097962,30.5849007
77.534,77.534,64.19440996,62.57712612,49.15821287,50.67151497,32.63580238,31.32705794
77.667,77.667,64.94973228,62.96574546,49.9218741,49.89238757,32.96102468,31.21535839
77.734,77.734,64.62496817,62.39017281,50.05571399,50.33224687,32.42719745,30.90006845
77.867,77.867,64.78945023,62.09799049,49.03167842,50.25813347,32.58363079,31.35991464
78,78,64.02565664,61.70017698,49.26016334,50.77734471,32.46526215,31.38298153
78.067,78.067,65.44352972,62.17392643,48.97418174,50.58650704,32.02261813,30.96216222
78.201,78.201,65.56933617,62.21983622,49.23854735,50.80918323,33.01299773,31.02793672
78.334,78.334,64.87325671,62.61672318,50.35789485,50.22631531,32.8494524,31.39277134
78.401,78.401,65.11497798,62.21189949,49.64873685,50.40179372,32.95751195,31.1496348
78.534,78.534,65.02342314,62.79362704,49.62485542,49.9144821,33.04383334,31.07766977
78.667,78.667,65.35954506,62.32443395,49.40931667,51.12710516,33.19685067,31.59977264
78.734,78.734,64.58265766,62.93559203,50.18840334,50.87803772,32.86147712,31.63261916
78.867,78.867,65.45394062,62.45960767,49.65908666,50.84095048,32.89293891,31.99366615
78.934,78.934,65.15671831,62.96696218,49.45759373,51.02622379,32.71050123,31.78677686
79.067,79.067,64.63188671,62.2354042,50.03591037,50.59742194,33.33123021,32.25939613
79.201,79.201,65.22328189,62.73408891,49.54198057,50.2158586,33.00177228,31.3959888
79.267,79.267,65.62867576,63.35655388,50.00295694,50.71912512,33.15455543,31.99031634
79.401,79.401,64.94322102,63.44594508,50.35324176,50.93096277,33.0873453,31.79627139
79.534,79.534,65.28263675,63.51531376,50.37369702,51.06859539,33.27807607,31.90862767
79.667,79.667,65.92284862,62.89759351,49.87029304,51.08440774,33.97568789,31.43209859
79.734,79.734,65.18485574,63.21504199,49.99830895,50.51837545,32.70354706,31.91801021
79.867,79.867,65.13916996,63.01465887,49.99773876,50.38648028,33.01787481,32.02647194
80,80,65.0761751,62.97359563,50.20938296,51.34922645,32.76255065,31.842395
80.134,80.134,65.9472646,62.85960008,50.28433636,51.16384623,32.69485688,31.81291865
80.201,80.201,65.58679288,63.13521151,51.00515762,51.16899822,32.86147712,32.04248793
80.334,80.334,65.28263675,63.35927242,49.70725172,51.2961334,33.36524254,31.7901114
80.401,80.401,65.90079991,62.85129173,49.65473394,51.42273912,32.85798985,32.13073877
80.534,80.534,65.04509003,62.74901035,50.67151497,51.37503733,33.56652675,31.65217332
80.667,80.667,65.38749413,62.7621958,49.89238757,51.06842739,33.26394371,31.49757781
80.734,80.734,65.43646864,63.00803051,50.33224687,51.12678444,33.58248674,32.26277649
80.867,80.867,66.34185048,63.09059991,50.25813347,51.21118655,33.55669112,31.93408729
81,81,66.40773188,63.28145794,50.77734471,51.09492555,32.85609094,32.94726905
81.134,81.134,66.56172667,63.72127142,50.58650704,51.47657544,33.03470025,32.04509447
81.201,81.201,66.52923143,62.6220839,50.80918323,50.78826979,33.84495345,32.36451823
81.334,81.334,65.47841769,63.00803051,50.22631531,51.42273912,33.56025476,32.07862827
81.401,81.401,65.73701531,62.9419302,50.40179372,51.46512599,33.14752999,32.07527336
81.534,81.534,65.39808321,62.71107802,49.9144821,51.63434768,33.45795811,32.06444501
81.667,81.667,65.98844494,63.46855889,51.12710516,51.61292515,33.65540377,32.18953364
81.801,81.801,65.1852121,63.22549362,50.87803772,51.70262181,34.30880109,32.0097025
81.934,81.934,66.23192766,64.14413727,50.84095048,51.66069311,33.87426688,31.98961379
82,82,66.04747398,64.1773147,51.02622379,50.98385727,33.57365911,32.07191336
82.134,82.134,66.55761322,63.86887712,50.59742194,51.83526025,33.84079418,32.13410386
82.267,82.267,66.03014454,63.83758842,50.2158586,52.41161181,33.08652567,33.05757369
82.334,82.334,66.36924973,63.98961303,50.71912512,51.22182145,33.71761464,32.27428702
82.467,,,63.67685327,50.93096277,51.55450701,34.15935248,32.75766847
82.534,,,63.73484886,51.06859539,52.06241644,33.53537041,32.48418504
82.667,,,63.39998948,51.08440774,51.96267543,33.42607377,32.39842875
82.801,,,63.84876805,50.51837545,52.07321934,33.48476172,32.39615311
82.867,,,64.19079542,50.38648028,51.80357446,33.37552617,32.72492377
83,,,63.88013311,51.34922645,52.41607653,33.87125306,32.05178902
83.134,,,63.39428258,51.16384623,51.83949588,34.00627914,32.42888763
83.201,,,63.49784177,51.16899822,52.27863736,34.40385338,32.98159193
83.401,,,63.63481258,51.2961334,52.1034135,33.51409043,32.24251469
83.534,,,63.8689433,51.42273912,52.25782065,33.36028909,33.09186603
83.667,,,63.60763223,51.37503733,51.70171563,33.7576597,32.44128908
83.801,,,63.87783202,51.06842739,52.58410694,33.44479812,33.02987917
83.867,,,64.41564543,51.12678444,52.54705025,34.16659174,32.62733621
84,,,64.12784638,51.21118655,52.17748108,34.13766522,32.47062287
84.134,,,63.50713267,51.09492555,51.66069311,33.92566466,32.66003
84.267,,,63.96045741,51.47657544,52.06570516,33.95854172,33.54727804
84.334,,,63.96045741,50.78826979,52.68330323,33.55404385,32.23391615
84.467,,,63.92030035,51.42273912,52.27778718,34.08319763,32.04772647
84.601,,,64.60136165,51.46512599,52.48284884,34.13372486,32.78392227
84.667,,,64.06975915,51.63434768,52.29318208,34.43310063,32.70834778
84.801,,,63.96490177,51.61292515,52.92203105,34.46954642,32.6511871
84.867,,,64.57953693,51.70262181,52.67895051,34.01035695,32.22385143
85.067,,,63.8689433,51.66069311,52.76946171,34.02428567,33.14655253
85.134,,,64.48483083,50.98385727,52.23533921,34.3127109,32.81658551
85.267,,,64.1946696,51.83526025,52.47294703,34.17804628,33.51813261
85.334,,,64.78193096,52.41161181,52.38350492,34.17082738,33.5752882
85.467,,,64.12991328,51.22182145,51.93384563,34.41855591,33.07963258
85.601,,,64.34402148,51.55450701,52.97974664,33.96676353,32.57894715
85.734,,,64.56335804,52.06241644,52.99619535,34.22560551,33.6149769
85.801,,,64.69095649,51.96267543,52.36724966,34.21116771,32.88534837
85.934,,,64.71417101,52.07321934,52.54705025,35.01582599,32.67227872
86,,,64.60290928,51.80357446,53.12257198,34.42582063,33.13116273
86.134,,,64.73182627,52.41607653,52.66369306,33.94884355,32.83027496
86.267,,,64.60872309,51.83949588,53.04707386,34.21447171,32.72880813
86.401,,,64.9039905,52.27863736,53.84097506,35.00844927,33.10539765
86.601,,,64.60967,52.1034135,53.20488174,34.42954208,32.79227644
86.734,,,64.40398216,52.25782065,53.47540735,34.80824943,32.94380214
86.867,,,63.9894603,51.70171563,53.33810563,34.69533315,33.23753719
86.934,,,64.89042324,52.58410694,52.9675081,34.48419295,33.38536689
87.067,,,65.05593366,52.54705025,53.05390076,34.22920988,32.83407786
87.201,,,64.77125024,52.17748108,52.44582269,34.40402647,33.33958438
87.267,,,64.58264748,51.66069311,53.23385408,34.5460729,33.71148009
87.401,,,65.01794023,52.06570516,53.50143714,35.70781237,33.87002106
87.534,,,65.02871768,52.68330323,54.06030144,34.61529903,33.02455917
87.601,,,64.27251463,52.27778718,53.13628179,34.768408,33.06062314
87.734,,,65.59258633,52.48284884,53.4471121,34.53516818,33.10012348
87.867,,,65.44675226,52.29318208,53.39571941,34.09400562,33.58806128
87.934,,,65.4087232,52.92203105,53.67203338,34.89624572,33.56361985
88.067,,,64.89720433,52.67895051,53.10059455,35.25767453,33.11898019
88.134,,,65.46799152,52.76946171,53.15416614,35.31205049,32.67568453
88.267,,,65.34718434,52.23533921,53.40123286,35.69135856,33.77218405
88.401,,,65.14768704,52.47294703,53.18981266,34.5461289,33.04862388
88.534,,,65.36386215,52.38350492,53.58888362,35.82375264,33.5019028
88.601,,,65.13409941,51.93384563,53.8613845,35.31205049,33.80924584
88.734,,,64.90530396,52.97974664,54.24191948,35.15553061,33.87002106
88.867,,,65.09502672,52.99619535,53.87064486,35.16671024,33.0829264
88.934,,,65.33352544,52.36724966,54.12640175,34.51696311,33.98981006
89.067,,,64.95001228,52.54705025,54.00039167,34.72117459,33.74407207
89.201,,,65.26830077,53.12257198,53.52582767,35.06336487,33.18420487
89.267,,,65.67284445,52.66369306,54.22297113,36.18209636,33.06918096
89.467,,,65.34420616,53.04707386,53.11848399,35.66236077,33.32644476
89.534,,,65.59321251,53.84097506,54.27690418,35.13016772,33.42626722
89.667,,,65.35290652,53.20488174,53.92623754,35.12950591,33.3007815
89.801,,,65.80409308,53.47540735,53.93737644,35.51996815,33.10012348
89.867,,,65.4239501,53.33810563,54.76065217,35.08248122,33.66949031
90,,,65.54842273,52.9675081,53.8613845,36.10941351,33.12242673
90.067,,,64.92697085,53.05390076,54.62905736,35.37013263,33.7811695
90.201,,,65.24892987,52.44582269,54.04472836,35.53770486,33.07261732
90.267,,,65.40348975,53.23385408,54.09132541,35.68380366,33.49842571
90.467,,,65.50744604,53.50143714,54.70657657,35.3514541,33.242511
90.534,,,65.93172207,54.06030144,54.63565008,35.18833641,33.83128946
90.667,,,65.7113877,53.13628179,54.17467371,35.20996257,33.953685
90.801,,,65.21674517,53.4471121,53.72049879,35.58066701,33.96156572
90.934,,,65.77619492,53.39571941,54.19145843,35.94814382,33.87794251
91.134,,,65.9215759,53.67203338,54.12843302,35.80724284,34.5612998
91.201,,,65.98703475,53.10059455,53.96698515,36.03028557,34.35164614
91.334,,,65.08940127,53.15416614,54.58865085,35.91304712,34.12079396
91.401,,,65.64923793,53.40123286,53.69280936,35.50395216,34.52899801
91.534,,,65.17714302,53.18981266,53.85394669,35.715352,34.43857335
91.601,,,65.552974,53.58888362,54.28175581,36.09194662,33.951837
91.734,,,65.1432885,53.8613845,54.55586033,36.04244265,34.8576923
91.801,,,65.7113877,54.24191948,54.63001445,36.55764735,34.2544964
91.934,,,66.46694929,53.87064486,54.65730679,36.22496688,34.65547645
92,,,65.88041593,54.12640175,54.8211423,35.48897472,34.16106811
92.134,,,65.84617959,54.00039167,54.40415645,36.11007533,34.06984927
92.201,,,65.86991848,53.52582767,54.66245879,35.69015711,33.54396386
92.334,,,65.86306103,54.22297113,54.45587495,36.42492236,34.297708
92.467,,,65.89736864,53.11848399,55.329683,36.3884053,34.34140324
92.534,,,65.69088662,54.27690418,54.49634256,35.31124104,34.20717644
92.667,,,65.68341826,53.92623754,54.45929604,36.30390136,33.80671566
92.734,,,65.31401709,53.93737644,55.08669919,35.80595484,34.89012646
92.934,,,65.68405972,54.76065217,55.00725052,36.58647714,34.39531084
93,,,66.49466418,53.8613845,55.21548382,36.64025237,34.31599963
93.201,,,66.22197494,54.62905736,55.68121,36.19609635,34.29414946
93.334,,,66.14246009,54.04472836,54.74452927,36.26148394,33.8507469
93.467,,,66.47031438,54.09132541,55.16398931,36.73826248,34.45321988
93.534,,,66.21158949,54.70657657,54.55023997,36.71722177,34.57252525
93.667,,,66.51501253,54.63565008,54.41320807,36.75765374,34.21428843
93.801,,,66.24613128,54.17467371,55.31545901,36.60370986,34.10663106
93.867,,,65.80091126,53.72049879,54.95827093,36.14813494,34.536446
94,,,65.71512442,54.19145843,54.65914461,37.2750577,34.29111019
94.134,,,66.61497245,54.12843302,55.31825901,37.16529779,34.17588264
94.267,,,66.26338436,53.96698515,55.08449992,36.78256863,34.79994616
94.401,,,65.56660744,54.58865085,55.14124315,36.44798925,34.89018246
94.467,,,66.1909306,53.69280936,54.90102879,36.6634669,34.83241595
94.601,,,66.89771623,53.85394669,55.66972492,36.56537534,35.07417795
94.734,,,67.11548988,54.28175581,54.92744549,36.05765937,35.27256543
94.801,,,65.54998055,54.55586033,54.86781063,36.17485201,35.6367026
94.934,,,66.0840725,54.63001445,54.59400648,36.33069989,35.5033158
95,,,66.05989579,54.65730679,55.44402473,36.74214175,35.25432981
95.134,,,66.22536548,54.8211423,55.72375979,37.12479964,35.37356899
95.267,,,66.71128729,54.40415645,55.83780625,37.10389129,35.43111149
95.334,,,66.62881971,54.66245879,54.98775745,37.39276452,35.57484811
95.467,,,66.1909306,54.45587495,56.02023883,36.3539195,36.11771678
95.601,,,66.58730338,55.329683,55.10765336,36.75542392,35.14246735
95.667,,,66.52529616,54.49634256,55.66076493,37.50357825,35.91828566
95.801,,,66.48398855,54.45929604,54.62877227,37.80914456,34.94059769
95.934,,,67.24652469,55.08669919,55.1302977,36.62689893,36.21740179
96.067,,,66.90091332,55.00725052,55.59803479,37.73594243,35.9793867
96.134,,,66.78712141,55.21548382,55.88068185,36.88989,35.91725221
96.267,,,66.47708528,55.68121,55.12770643,36.92882015,35.48438272
96.334,,,67.62260513,54.74452927,56.14237474,37.43040158,36.34695515
96.467,,,67.39156458,55.16398931,54.92572986,36.94199541,35.56749684
96.601,,,66.89076715,54.55023997,55.4697338,36.62480148,36.18126146
96.734,,,66.6631375,54.41320807,54.73749873,37.33248311,36.3070679
96.867,,,67.38347004,55.31545901,55.80877281,37.47094555,36.651712
96.934,,,66.62189099,54.95827093,55.97738359,37.04136479,35.55585903
97.067,,,66.94580492,54.65914461,55.99146504,36.59779932,35.833069
97.201,,,67.72118032,55.31825901,55.5381403,36.91086453,36.62903202
97.267,,,66.93885584,55.08449992,56.07652897,37.61030399,35.21064984
97.401,,,67.79013663,55.14124315,55.19610783,36.92253288,36.52987646
97.534,,,67.31754282,54.90102879,55.88595094,37.7605926,36.08287462
97.601,,,67.05655756,55.66972492,55.68345509,37.2723137,35.88297005
97.734,,,67.43841109,54.92744549,56.13410202,37.21097339,37.06080696
97.801,,,67.52721174,54.86781063,56.04584099,37.22134865,36.70880141
97.934,,,66.80751557,54.59400648,55.48122398,37.74944861,36.24845122
98.067,,,67.0659401,55.44402473,56.28742481,37.44436084,36.38163439
98.201,,,66.92495767,55.72375979,55.48112725,37.09878511,36.09546443
98.334,,,67.53421174,55.83780625,55.50396505,37.03357061,36.21982506
98.401,,,67.54823209,54.98775745,56.43108506,37.32032603,36.62525457
98.534,,,66.8625228,56.02023883,55.38452732,37.11577855,36.42526854
98.667,,,67.11394734,55.10765336,56.11428821,37.47407646,36.83049441
98.734,,,67.53715428,55.66076493,55.48981233,37.42074922,36.10033134
98.867,,,67.2447276,54.62877227,55.70044853,36.8317315,36.18371527
98.934,,,67.39944021,55.1302977,55.43268729,37.95742735,35.94861218
99.067,,,67.10699825,55.59803479,56.54589006,37.92489647,36.14267749
99.134,,,68.16139598,55.88068185,55.82594444,37.42074922,35.82656282
99.334,,,67.85481149,55.12770643,56.43576869,37.49876225,36.19616254
99.467,,,67.24084324,56.14237474,55.85728405,37.44938047,36.4673856
99.534,,,67.46429325,54.92572986,56.01076466,37.70894536,36.79818752
99.667,,,67.60601896,55.4697338,55.97738359,37.76217078,36.5816306
99.801,,,67.31359227,54.73749873,55.62077587,37.72169299,36.73355339
99.934,,,68.16139598,55.80877281,55.55533737,37.84789144,36.61016512
100.067,,,67.05461284,55.97738359,55.66910383,38.15708247,36.52075865
100.201,,,67.18592255,55.99146504,56.36158911,37.1132891,36.75250683
100.334,,,67.23162361,55.5381403,56.61774819,37.98264261,36.31929117
100.467,,,67.30054937,56.07652897,56.69060413,37.96606153,37.00344264
100.534,,,67.74945012,55.19610783,56.57947476,37.86452852,36.84955476
100.667,,,68.14385781,55.88595094,56.24380084,37.87644633,36.55526989
100.734,,,67.61185822,55.68345509,56.74868627,37.36191872,36.68232361
100.867,,,67.8126028,56.13410202,56.59454384,37.65658031,36.59885313
101.067,,,68.16935307,56.04584099,56.5771584,37.97401861,36.4884314
101.201,,,68.04852043,55.48122398,56.90134215,37.84072854,37.13050145
101.334,,,68.2452381,56.28742481,56.65584852,38.09608325,36.94447977
101.467,,,67.80840789,55.48112725,56.87807162,38.3760983,37.43855212
101.534,,,67.71855851,55.50396505,57.06922493,38.56682397,36.59508586
101.667,,,67.94883542,56.43108506,56.87225272,37.48022627,37.34320965
101.734,,,68.3546111,55.38452732,56.74954154,37.77176713,37.0944222
101.867,,,67.71444505,56.11428821,56.83382147,38.29505109,37.3032715
102,,,68.23111593,55.48981233,57.15324014,37.85660198,36.77165882
102.134,,,68.34434275,55.70044853,56.73794446,38.02310512,37.11904182
102.201,,,68.34237257,55.43268729,56.34005967,38.88349864,36.67686616
102.334,,,68.69866466,56.54589006,57.40868648,38.0881058,37.47855136
102.401,,,68.2831908,55.82594444,56.68707613,38.08354435,37.34941546
102.534,,,68.485147,56.43576869,56.81999967,37.93821937,37.35240891
102.601,,,68.08373931,55.85728405,56.91727159,38.27099657,37.31563731
102.734,,,68.23554501,56.01076466,56.96011665,38.12912831,37.12497782
102.801,,,68.0442288,55.97738359,56.45591849,38.21853479,37.50832807
102.934,,,68.73663263,55.62077587,57.47292353,38.16558938,37.75614824
103.067,,,69.23994496,55.55533737,57.74745059,38.12912831,37.10033274
103.134,,,68.48060592,55.66910383,57.09123291,37.53629241,37.14960252
103.267,,,68.49278845,56.36158911,57.00934061,38.93603169,37.64379196
103.401,,,68.08373931,56.61774819,57.39111777,37.62304143,37.29020314
103.467,,,68.3668751,56.69060413,56.55769587,38.28302638,36.94067687
103.601,,,67.8576624,56.57947476,57.28002404,38.46603423,36.99762373
103.667,,,68.64897742,56.24380084,56.60278602,38.49418694,37.360086
103.801,,,68.80072712,56.74868627,56.45508359,38.44536516,37.97413571
103.934,,,68.40220089,56.59454384,57.04422349,38.14963957,38.42921172
104,,,68.09739312,56.5771584,57.65048921,39.08610648,38.53770909
104.134,,,68.33341258,56.90134215,57.53123984,38.94009423,37.43855212
104.267,,,69.09017054,56.65584852,57.21966627,38.11716978,37.62053162
104.334,,,68.18612251,56.87807162,56.9259974,38.7941838,37.46451064
104.467,,,68.53018115,57.06922493,57.83667379,38.83875467,37.79340857
104.601,,,68.80313003,56.87225272,57.03471368,38.19758062,37.57280947
104.667,,,68.98823534,56.74954154,57.62873577,38.49418694,37.16275742
104.801,,,69.00479606,56.83382147,57.45534463,39.13867517,37.84340635
104.867,,,68.12002729,57.15324014,57.56641291,38.27144966,37.52512805
105,,,69.13264905,56.73794446,57.87623521,38.89548263,36.8172886
105.067,,,67.68242835,56.34005967,57.73812914,38.74145729,37.50445898
105.267,,,68.80072712,57.40868648,57.63461067,38.64425155,37.81288638
105.334,,,68.26022572,56.68707613,57.23916952,39.20757548,38.29318273
105.467,,,68.67767995,56.81999967,57.78866655,38.91174298,38.03561348
105.601,,,68.56857167,56.91727159,57.25083279,39.07794067,38.29643073
105.734,,,68.68936866,56.96011665,58.3935119,38.71307041,37.78676494
105.801,,,68.75592207,56.45591849,58.00080966,38.98067384,38.23593041
105.934,,,68.31486641,57.47292353,57.37743342,38.73340348,38.51343565
106,,,68.71775046,57.74745059,57.77030875,39.28470269,37.25184826
106.134,,,68.71804573,57.09123291,57.60305724,39.00068618,38.06872981
106.267,,,68.71310755,57.00934061,57.34628726,40.08252898,38.00731822
106.401,,,69.46419425,57.39111777,57.34045308,39.11007446,37.72234463
106.467,,,68.79624713,56.55769587,57.12821325,39.45082402,38.39305611
106.601,,,68.43636595,57.28002404,57.92836099,39.26376889,37.60634835
106.667,,,68.84829145,56.60278602,57.99649767,39.45435711,37.61925889
106.801,,,68.96201209,56.45508359,57.79795236,39.23959727,38.0199844
106.934,,,69.22999225,57.04422349,57.57594308,39.55558466,38.34112888
107.067,,,68.720189,57.65048921,57.1244867,38.43361535,37.8500958
107.134,,,69.40479866,57.53123984,58.02604528,39.42610258,38.33653179
107.267,,,68.79845149,57.21966627,57.82908834,39.54386031,38.52534328
107.401,,,68.32986931,56.9259974,58.01264093,39.73480998,37.79956857
107.467,,,68.99749061,57.83667379,57.87789485,39.46259928,37.84340635
107.601,,,69.01874514,57.03471368,57.59536488,38.66444717,38.64703118
107.734,,,69.03772912,57.62873577,57.87033485,38.69304788,38.15968393
107.801,,,69.28170057,57.45534463,58.29878034,39.59208136,38.2013428
108,,,68.99983242,57.56641291,57.36185525,39.57556647,38.76767036
108.067,,,68.76299842,57.87623521,57.90738137,39.6767533,37.54716658
108.267,,,68.66150105,57.73812914,58.02447728,39.12204318,38.30569108
108.401,,,68.91455976,57.63461067,58.85856609,38.81039833,37.44911575
108.467,,,69.1443174,57.23916952,58.69478658,39.3367012,38.35035869
108.667,,,69.43989536,57.78866655,58.1284132,39.01678872,38.72757949
108.734,,,68.86006162,57.25083279,58.02762346,40.13047004,38.20608243
108.867,,,69.71750241,58.3935119,58.4557024,39.85600407,38.8160136
109,,,68.836562,58.00080966,57.81903889,38.87516992,37.76979186
109.067,,,69.13948613,57.37743342,57.9417908,39.17484096,38.81174233
109.201,,,69.27456821,57.77030875,59.15016805,40.09090861,38.54265236
109.334,,,70.33937175,57.60305724,58.67206587,40.05018137,38.35035869
109.401,,,69.88565501,57.34628726,58.23945602,39.58452137,37.97218589
109.534,,,68.99984261,57.34045308,58.44976131,39.42555785,38.18175809
109.601,,,69.51282766,57.12821325,58.4067788,39.60791408,38.27037038
109.734,,,69.36414269,57.92836099,58.85970645,39.75387033,38.03751747
109.867,,,69.75947184,57.99649767,58.77249416,39.16666496,38.43496953
110,,,69.22921334,57.79795236,58.39631699,40.17418564,38.07063381
110.067,,,69.64162756,57.57594308,58.30310252,40.28499428,38.06577709
110.201,,,69.87518811,57.1244867,58.11505466,39.77462595,38.57584506
110.334,,,69.21040753,58.02604528,58.13744447,39.41324296,38.41858191
110.401,,,69.27456821,57.82908834,58.79160541,39.15848897,38.3228678
110.534,,,69.34545397,58.01264093,58.53575688,39.01258363,38.09107889
110.601,,,69.76463401,57.87789485,58.79640614,39.76882232,37.98590588
110.734,,,69.9687844,57.59536488,58.77965706,39.80445865,38.04046002
110.867,,,69.29552747,57.87033485,58.11975866,40.11261623,38.94445714
111,,,69.99612256,58.29878034,58.4749053,40.06161554,38.23039151
111.134,,,69.57925379,57.36185525,58.64818443,39.83014227,39.49817962
111.201,,,69.46348661,57.90738137,59.03193177,39.66362894,38.98453783
111.334,,,69.42561028,58.02447728,59.33646463,39.98859669,38.49527639
111.401,,,69.67140936,58.85856609,59.40374603,39.77296122,38.26333475
111.534,,,69.8065678,58.69478658,59.13313388,40.63894455,39.04488033
111.601,,,69.33076671,58.1284132,58.87879735,39.53908504,38.82427105
111.801,,,69.84847104,58.02762346,58.60518665,39.68767838,39.26142198
111.867,,,70.49801963,58.4557024,59.33734536,39.77710013,38.84415103
112,,,70.48563855,57.81903889,58.65202298,40.53515118,39.45373601
112.134,,,69.97646658,57.9417908,59.10912517,40.25014194,39.40959278
112.201,,,69.68989953,59.15016805,58.75456908,40.26985393,38.86034011
112.334,,,69.99473784,58.67206587,59.30029884,39.69254528,38.99253564
112.401,,,69.59994323,58.23945602,59.2512276,41.06026786,39.04875451
112.534,,,69.74205076,58.44976131,59.01714269,40.03552466,38.7521431
112.667,,,69.66845663,58.4067788,59.36926533,39.7605496,38.61978466
112.801,,,69.30232892,58.85970645,59.17920657,39.61482753,38.67212426
112.867,,,69.75843329,58.77249416,59.46915398,40.64583764,39.32950266
113,,,69.37571431,58.39631699,59.50616486,39.69109947,39.07685122
113.134,,,69.6827468,58.30310252,58.91927513,39.94600109,39.82243973
113.201,,,70.17503733,58.11505466,58.93603439,40.27283211,38.23989623
113.334,,,69.79627908,58.13744447,59.41231912,40.42699999,38.81667542
113.401,,,70.01628764,58.79160541,59.72764469,40.10320315,39.24928017
113.534,,,69.69704716,58.53575688,59.49848778,40.60243767,39.29742995
113.667,,,70.15531007,58.79640614,58.73320255,40.21667433,38.71171113
113.801,,,70.12085483,58.77965706,59.36324279,39.95846362,38.66817371
113.934,,,70.46910329,58.11975866,59.87716966,40.04073774,39.99825923
114,,,70.5755032,58.4749053,59.59076043,40.56865442,38.93272769
114.134,,,70.10834138,58.64818443,60.44610886,39.80941719,39.60621881
114.201,,,69.62349885,59.03193177,59.46312635,39.87403096,39.23328455
114.401,,,70.16970715,59.33646463,59.86439658,40.08342498,39.10494283
114.467,,,69.74921366,59.40374603,60.27914244,40.00543741,40.00710722
114.601,,,70.09924903,59.13313388,59.04707722,39.34771791,39.24127727
114.734,,,69.84847104,58.87879735,59.54318592,40.37376948,39.1531537
114.801,,,69.57713598,58.60518665,59.4769227,40.29670845,39.39751715
114.934,,,70.37358772,59.33734536,59.60515242,39.87729932,39.00084909
115,,,70.25988236,58.65202298,59.08409828,39.55319194,39.78684412
115.134,,,70.63906825,59.10912517,59.74721413,39.77217213,39.63828133
115.201,,,70.46389529,58.75456908,59.93910562,39.72749944,40.00233704
115.401,,,70.20224822,59.30029884,59.65502293,40.51676792,39.54583558
115.467,,,70.58662683,59.2512276,59.33917299,41.22826264,39.64565296
115.601,,,70.35735792,59.01714269,59.40026894,40.40889164,39.66222894
115.734,,,70.05085997,59.36926533,59.48640197,40.05332246,39.57788792
115.801,,,70.49801963,59.17920657,59.79030355,40.4649476,39.3454881
115.934,,,70.76496633,59.46915398,60.13044729,40.50553738,39.69064638
116,,,70.18786132,59.50616486,59.89057911,40.27283211,40.27567792
116.134,,,69.99278802,58.91927513,60.030915,40.91479016,40.25509539
116.267,,,70.4222466,58.93603439,59.87716966,40.63435765,40.05070064
116.401,,,70.22384384,59.41231912,59.49497505,40.46767632,40.23865177
116.467,,,70.02542581,59.72764469,60.26082028,40.62742383,39.62981006
116.601,,,70.10115303,59.49848778,59.4571089,40.54758317,40.41510254
116.667,,,70.57721884,58.73320255,59.47604198,40.62894601,40.0909137
116.801,,,70.39880298,59.36324279,60.00710484,40.62894601,39.93894509
116.934,,,70.94878873,59.87716966,60.14970109,40.96221194,39.50930834
