Time,Time_Short,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6
37.734,37.734,52.744557,46.43289352,33.55370785,35.27385852,20.70709889,19.39808972
37.801,37.801,53.03858223,46.90559425,34.27822002,35.29943523,20.63836657,18.12412125
37.934,37.934,53.52925385,46.6716977,34.20388262,35.96414453,21.13216401,18.88778757
38.067,38.067,53.06230585,46.11369886,34.32621707,35.44641475,21.13918437,19.2107495
38.134,38.134,53.13139961,46.96457748,34.39352902,35.65705604,21.07063024,19.37881555
38.267,38.267,53.40734194,47.09432428,34.12208705,35.91148421,21.12599892,18.86604431
38.401,38.401,53.1606825,46.42986953,34.91628353,36.07159318,21.21111886,19.58714048
38.534,38.534,53.39837177,46.36917575,34.04406384,35.47733691,21.11896329,19.08373141
38.601,38.601,52.82244785,46.98525164,34.68273316,35.68287711,21.27391008,18.90952064
38.734,38.734,54.3310205,47.09596865,34.26993712,36.06767318,20.93579253,18.9341708
38.867,38.867,53.56449819,46.87799136,33.67666339,36.17344183,21.616304,18.77951419
38.934,38.934,53.90326738,46.91426915,34.67433317,36.27863011,21.52792589,19.15797208
39.067,39.067,53.4369761,47.42446439,35.16761133,36.12840768,21.12513856,19.74642472
39.201,39.201,53.86398595,47.94304435,34.91628353,35.79217376,21.81150967,19.48086783
39.267,39.267,53.52017167,47.76612013,34.84193595,36.20830944,21.42040088,19.3935639
39.401,39.401,52.82832785,47.26547542,34.40752901,36.79898171,21.18285924,19.56590631
39.467,39.467,53.51100805,46.72391512,34.64857319,36.31182281,21.97525354,19.63383935
39.601,39.601,53.44284592,46.98178473,34.63721029,36.77093082,21.51838553,20.19434801
39.667,39.667,53.47546844,47.50060906,35.31242722,36.93882887,21.55024441,19.8865977
39.801,39.801,53.20880173,47.29984412,34.71905677,36.6966036,22.08531891,20.05856339
39.867,39.867,53.75104422,47.58859517,35.28297124,36.61034331,22.50805749,19.90331623
40.067,40.067,53.81672199,47.33939537,35.19841131,37.51971642,22.49381314,20.800069
40.201,40.201,53.70654971,48.08484134,35.80780284,36.29762428,21.33060749,19.78039124
40.334,40.334,53.67087265,47.54004321,35.39299588,37.44527211,22.2905333,20.13519169
40.401,40.401,54.01760402,48.14864056,35.23673564,36.95477868,22.07798801,20.15267895
40.534,40.534,54.33459941,48.16727836,35.4967078,36.97790666,22.48134551,20.75713739
40.667,40.667,53.34509545,47.7579085,35.45800674,37.22682137,22.81055908,20.04199249
40.734,40.734,54.22844385,47.55326429,35.27385852,36.31734644,22.28313112,20.57144154
40.867,40.867,54.61302101,48.23196849,35.29943523,37.77672568,22.32224964,20.75938757
41,41,53.90197938,48.00017958,35.96414453,37.26398498,21.70215193,20.83399479
41.067,41.067,53.77170312,47.35356336,35.44641475,36.69782542,22.26619877,20.41118493
41.201,41.201,54.67585805,48.71277903,35.65705604,37.34238492,22.43967645,20.57591135
41.334,41.334,54.66758024,48.09641805,35.91148421,36.74014611,22.22214208,21.20752977
41.401,41.401,54.01161711,48.35937349,36.07159318,37.49161971,22.77640928,20.800069
41.534,41.534,54.22493113,48.73533174,35.47733691,37.24854936,22.14637923,21.05801498
41.667,41.667,54.54423779,48.22751904,35.68287711,37.28089188,22.07313128,21.04236553
41.734,41.734,54.64330681,48.44614797,36.06767318,37.37611217,22.6030996,21.04886662
41.867,41.867,54.8285343,48.11858895,36.17344183,37.33965111,22.34653834,21.8100333
41.934,41.934,54.83288193,48.0308472,36.27863011,37.99169933,21.60196801,21.28852607
42.134,42.134,54.79603396,49.43232757,36.12840768,36.76926609,22.61725232,21.2454112
42.201,42.201,54.62364573,48.47817485,35.79217376,37.19615376,22.69052571,20.82271334
42.334,42.334,54.44429823,48.53901626,36.20830944,37.64109378,22.16095958,21.79423623
42.467,42.467,54.7045453,49.2414848,36.79898171,38.28084238,22.13414069,21.29545479
42.534,42.534,55.09456973,49.02959624,36.31182281,37.84717871,22.94457715,21.3609442
42.667,42.667,54.78996051,49.14356124,36.77093082,37.81438819,22.96998586,21.19266433
42.801,42.801,55.15541114,48.43626652,36.93882887,37.92575174,23.12285556,21.23160975
42.934,42.934,55.28940885,48.94271994,36.6966036,38.07429926,23.03169781,21.26087737
43,43,55.01536543,49.20354229,36.61034331,37.5374175,23.50578836,21.57596367
43.134,43.134,55.58761371,49.30178148,37.51971642,37.80211911,22.16341339,21.72889955
43.201,43.201,55.59035262,49.28519022,36.29762428,38.71314168,23.80725649,21.24020829
43.334,43.334,55.02556251,49.51947368,37.44527211,38.34627578,22.93444116,21.70775193
43.467,43.467,54.6395039,49.2855415,36.95477868,39.01870799,22.94829861,21.55259132
43.601,43.601,54.16154936,49.74785168,36.97790666,38.33835433,22.95842442,22.27974567
43.667,43.667,55.38678768,48.98699046,37.22682137,38.03715602,22.91673499,21.20638432
43.801,43.801,55.53854248,49.43250575,36.31734644,38.26407294,23.1339741,21.22242576
43.867,43.867,55.55958319,49.56843291,37.77672568,37.78954967,22.60228505,21.39627508
44,44,55.41312294,49.12223544,37.26398498,38.93670878,22.71462606,21.65755051
44.134,44.134,56.11247585,50.07967179,36.69782542,38.70948641,22.85358741,21.92247104
44.201,44.201,55.44557237,50.12327539,37.34238492,39.50527634,23.53241888,21.89407397
44.334,44.334,55.44923782,49.80761382,36.74014611,38.30105836,23.87272553,22.17109557
44.467,44.467,55.11078426,49.83475344,37.49161971,38.23935659,23.19191878,22.19530792
44.534,44.534,55.55342828,50.06903689,37.24854936,38.89881208,23.46951057,21.63776216
44.667,44.667,55.8701844,49.90040066,37.28089188,38.83292559,23.41998624,22.02628986
44.801,44.801,56.58215258,50.45968241,37.37611217,38.81614087,23.25492382,22.22189771
44.867,44.867,55.99523231,50.30139089,37.33965111,38.91913497,23.09324686,22.30631001
45,45,55.38678768,49.82930108,37.99169933,38.32988307,23.29153761,22.20490936
45.134,45.134,55.84087606,50.70977821,36.76926609,39.86292261,23.32816158,22.27742931
45.201,45.201,56.08626787,50.30837561,37.19615376,38.83292559,24.20768672,21.87209144
45.401,45.401,55.91500473,50.17707608,37.64109378,39.50707852,23.75485071,21.84773655
45.467,45.467,56.5895293,50.77329744,38.28084238,39.12087227,23.95373201,21.74252281
45.601,45.601,55.64540058,50.65502044,37.84717871,39.45101747,23.99507525,22.66126319
45.667,45.667,56.52089881,50.25323093,37.81438819,39.17401114,24.03952394,22.68226827
45.801,45.801,55.4229382,50.19865643,37.92575174,39.55273885,24.1104708,22.63923484
45.934,45.934,55.87486803,50.34542722,38.07429926,39.88992477,24.3463528,22.1929101
46.067,46.067,56.77649279,50.92832568,37.5374175,39.11242137,24.05574357,22.22189771
46.134,46.134,56.3764851,50.94691767,37.80211911,39.28862269,23.55866759,22.55710327
46.267,46.267,56.27308373,50.26378947,38.71314168,39.26421689,23.49880363,22.97168113
46.401,46.401,55.65419257,50.36696684,38.34627578,39.23979582,24.45101162,22.56927563
46.467,46.467,56.62417291,51.27517923,39.01870799,39.25998635,23.69471694,22.68523626
46.601,46.601,56.10919222,51.41965403,38.33835433,39.30557031,23.84896627,22.96920186
46.734,46.734,56.41140362,50.94224931,38.03715602,39.65134968,23.51171926,23.47372584
46.801,46.801,56.87240035,51.32662792,38.26407294,39.71142236,23.75749289,22.61279777
46.934,46.934,57.2176859,51.72048579,37.78954967,39.31726412,24.15453258,23.54876578
47.067,47.067,56.30605752,51.56648591,38.93670878,39.66579258,24.39554112,22.6172625
47.134,47.134,56.54325297,51.55821828,38.70948641,39.70422891,24.64819256,22.87791684
47.267,47.267,56.82656184,51.65403421,39.50527634,39.72288199,23.91952113,22.97663967
47.401,47.401,57.25788369,51.20228256,38.30105836,39.45719783,25.22626484,22.35698997
47.534,47.534,55.9289029,50.9311155,38.23935659,39.57582101,23.80716485,23.21648749
47.601,47.601,56.98701699,51.44215074,38.89881208,39.89268404,25.09975076,23.05153198
47.801,47.801,57.54701656,51.92520636,38.83292559,40.01964612,24.15453258,23.01532037
47.934,47.934,57.08299583,51.39840968,38.81614087,39.49200944,24.90460109,22.62214468
48.067,48.067,57.11358199,51.4084184,38.91913497,40.05511955,24.8625044,22.89190156
48.134,48.134,57.01304679,51.38716387,38.32988307,40.28202119,24.82168552,23.32375286
48.267,48.267,57.58685289,51.52837031,39.86292261,40.84125203,24.96967304,23.38611136
48.401,48.401,57.10990635,52.08983605,38.83292559,39.50898252,25.00906647,24.01006797
48.601,48.601,57.38697886,51.4721209,39.50707852,40.33214624,24.66857146,23.22629766
48.734,48.734,57.0400235,51.78665738,39.12087227,40.19916162,24.60504714,22.84588996
48.801,48.801,57.921529,52.08014297,39.45101747,40.58131041,24.84887604,24.04112249
48.934,48.934,57.53564348,51.75986904,39.17401114,40.91753415,24.73093504,24.02301414
49.067,49.067,57.62543177,52.74756064,39.55273885,40.53757445,25.17655215,24.22235362
49.201,49.201,57.80620472,52.2234265,39.88992477,40.96345921,24.787831,23.4021528
49.267,49.267,57.49777732,52.29179226,39.11242137,40.56162388,25.48059628,23.81609939
49.401,49.401,56.78403751,51.85458533,39.28862269,41.19082412,24.6943518,23.72283401
49.534,49.534,57.09828382,52.45008887,39.26421689,40.17759655,25.22216666,24.38528295
49.601,49.601,57.70315971,52.6158691,39.23979582,41.43931121,25.17104379,23.86257426
49.734,49.734,57.31229019,52.54161316,39.25998635,41.09625547,25.35957528,23.76456925
49.801,49.801,58.31487269,52.66184507,39.30557031,41.69953791,25.20487795,24.23771797
49.934,49.934,57.15118341,52.03968046,39.65134968,41.34281819,25.32018695,24.11101043
50.067,50.067,56.70088267,53.32635073,39.71142236,40.89120908,24.88666074,23.90927823
50.267,50.267,57.62666886,52.17741999,39.31726412,41.27300152,25.07048824,23.91184404
50.401,50.401,57.54331038,51.80927118,39.66579258,41.36057018,24.95707305,23.5367767
50.534,50.534,57.61971468,53.53556148,39.70422891,41.85530943,24.72281505,24.08248609
50.667,50.667,58.28266763,52.88645071,39.72288199,41.78101785,24.32610627,23.99456107
50.734,50.734,57.25326115,52.77995916,39.45719783,41.33396001,24.84071023,23.65923333
50.867,50.867,57.90333919,53.03326223,39.57582101,40.83222586,25.34570257,23.83470665
50.934,50.934,57.37591124,52.11088695,39.89268404,42.14464084,25.15454926,24.35644806
51.067,51.067,57.44591118,52.62735418,40.01964612,41.25089171,25.4188996,23.78286596
51.201,51.201,57.92284754,53.05751021,39.49200944,41.34006401,25.82452256,24.21428453
51.334,51.334,57.66581792,53.18928829,40.05511955,41.32952584,24.54972937,23.9249073
51.467,51.467,57.48590533,53.22163591,40.28202119,41.42756649,24.76346593,24.7336485
51.534,51.534,57.63427976,53.56565891,40.84125203,41.40096651,26.12318051,24.14450859
51.667,51.667,57.5307053,53.26892023,39.50898252,42.1074976,26.09224817,24.13931587
51.801,51.801,57.8521145,53.34520236,40.33214624,41.10506274,25.37397746,23.87594298
51.867,51.867,57.80620472,53.09907746,40.19916162,42.1064336,25.51477153,24.63825002
52,52,58.34749012,52.87272563,40.58131041,41.47070682,25.9848708,24.60202823
52.067,52.067,58.39863845,54.11755885,40.91753415,41.84633416,25.78792404,23.79859177
52.201,52.201,58.00035148,53.45966627,40.53757445,42.00057841,25.847004,24.62238676
52.267,52.267,58.37925228,53.48938697,40.96345921,41.48403481,25.9511181,24.17536456
52.467,52.467,57.89748465,53.67152429,40.56162388,42.02422566,26.25193459,24.35344443
52.534,52.534,58.45658313,53.65090103,41.19082412,41.74662369,26.15074776,24.38697313
52.667,52.667,58.03211873,53.05751021,40.17759655,42.1377783,25.47027193,24.20890345
52.801,52.801,58.50810309,53.90912701,41.43931121,41.90518503,25.80760548,23.59713447
52.867,52.867,58.05794998,53.90918301,41.09625547,42.67549498,26.1336525,25.03685772
53,53,58.88747734,53.90918301,41.69953791,42.68525424,25.51000644,24.38175495
53.134,53.134,58.34110613,53.91516991,41.34281819,42.01641112,26.02657041,25.07302351
53.201,53.201,58.70101785,54.11739085,40.89120908,41.83687017,26.0322264,24.30948955
53.334,53.334,58.40585735,53.74778095,41.27300152,42.44982533,25.73456627,24.80503826
53.467,53.467,58.94517766,53.92973499,41.36057018,41.78061567,26.00444533,24.52369448
53.534,53.534,59.0286125,54.11452976,41.85530943,43.0483376,26.06024165,24.83057933
53.667,53.667,59.2278858,54.08813851,41.78101785,42.83435158,26.00419079,23.92798221
53.801,53.801,58.79098941,54.4955331,41.33396001,42.11417686,26.23708951,24.94172397
53.934,53.934,58.72031238,54.25846492,40.83222586,42.73214148,25.85816326,23.84019464
54,54,59.32452137,53.86264196,42.14464084,42.95490931,26.3774305,24.59793515
54.201,54.201,58.855257,53.90348629,41.25089171,42.27609819,26.17259793,24.98877412
54.334,54.334,58.59196557,54.47728221,41.34006401,42.03437184,26.33014617,25.21076813
54.467,54.467,58.57884121,54.22851513,41.32952584,43.05680377,26.01550278,24.74152413
54.601,54.601,58.43775187,54.9666251,41.42756649,43.40098969,25.84976327,24.39663058
54.667,54.667,58.89369333,54.64994026,41.40096651,42.68525424,26.49765222,24.89910291
54.801,54.801,58.52172635,54.92499677,42.1074976,43.62862442,25.69547321,25.40858034
54.934,54.934,58.87441917,55.10956244,41.10506274,42.87657046,26.06563292,24.88848329
55,55,59.75960539,55.03096396,42.1064336,42.8252185,26.12473833,24.84812259
55.134,55.134,59.22817089,55.08336974,41.47070682,42.55571107,26.52264857,24.60056714
55.201,55.201,58.68180986,55.0488534,41.84633416,43.09499574,25.57226821,25.35895929
55.334,55.334,58.72038874,55.22989617,42.00057841,43.93948527,26.77525928,25.12654928
55.467,55.467,59.43916346,55.29797175,41.48403481,42.90402571,26.9388657,25.49988063
55.601,55.601,59.43304419,54.74980854,42.02422566,43.37784134,26.73005713,25.33095422
55.667,55.667,59.36889879,55.13940024,41.74662369,43.60076699,26.97392167,25.77272769
55.801,55.801,58.95796092,54.8225983,42.1377783,43.80959592,26.81466798,24.92989271
55.867,55.867,59.44564927,55.28446049,41.90518503,43.64725204,26.84828831,24.81631461
56,56,59.39484713,55.00954143,42.67549498,43.22470182,26.85993121,25.30294915
56.134,56.134,59.05410776,55.03707305,42.68525424,43.48464344,26.4504799,25.59468856
56.267,56.267,59.87064822,54.75417654,42.01641112,43.67033421,26.60716777,25.64299107
56.334,56.334,59.41292493,55.16657549,41.83687017,43.80007592,27.28387125,25.78687532
56.534,56.534,59.16286476,55.49342688,42.44982533,43.61460407,26.60716777,26.16228375
56.601,56.601,58.82308757,55.15941768,41.78061567,43.66095676,27.28195707,25.14782927
56.734,56.734,59.69554144,55.67177146,43.0483376,43.23416582,26.79434508,25.52859843
56.867,56.867,59.26565523,55.90222147,42.83435158,43.63778805,26.94909842,24.99676684
56.934,56.934,59.34239553,55.9082491,42.11417686,43.55892993,27.57422084,25.70366447
57.067,57.067,59.20134691,55.36510552,42.73214148,44.34840714,26.9520206,25.05829043
57.201,57.201,59.88831875,55.73193069,42.95490931,43.94449981,26.92866353,25.23342266
57.267,57.267,60.47765211,55.62958313,42.27609819,43.83718353,26.88188829,25.89557123
57.401,57.401,59.55322519,55.85617423,42.03437184,43.84651516,26.78273782,25.55109514
57.467,57.467,59.60425133,55.80604409,43.05680377,44.29704499,27.34315484,25.11442275
57.601,57.601,59.1623964,56.43129888,43.40098969,43.22525673,27.13005973,25.39061453
57.734,57.734,59.7131407,55.62770968,42.68525424,44.46331905,27.55631104,25.97329408
57.801,57.801,59.32900645,55.91236764,43.62862442,44.44441143,27.23548729,25.376136
57.934,57.934,59.7265756,55.57167918,42.87657046,44.32774824,27.22957166,26.35925087
58.067,58.067,59.66820328,55.53363993,42.8252185,44.67205634,27.31256359,25.7091372
58.201,58.201,59.75256976,56.07876388,42.55571107,44.24517885,26.40535411,25.95121992
58.267,58.267,59.96351651,55.9783865,43.09499574,44.54162735,27.40934679,26.12334342
58.401,58.401,60.14954836,55.71993652,43.93948527,43.54501648,26.80014362,25.97606354
58.467,58.467,60.22584067,55.59176789,42.90402571,44.3883962,26.9680824,25.79826876
58.601,58.601,60.16264217,56.10052241,43.37784134,44.70274941,27.81810575,26.18169029
58.734,58.734,60.43638014,55.96443233,43.60076699,44.13807639,27.99172598,25.92890648
58.867,58.867,60.13139929,56.27280373,43.80959592,44.30424862,27.72045709,25.98436171
58.934,58.934,60.33566167,56.23645975,43.64725204,43.92051147,27.92479075,25.98990062
59.067,59.067,59.86647876,56.46333085,43.22470182,44.30117372,26.97684894,26.14279068
59.201,59.201,60.30286606,56.14041474,43.48464344,44.93022632,27.10991502,25.84262073
59.401,59.401,60.27089518,56.84134583,43.67033421,44.65223236,26.95787005,26.0927929
59.467,59.467,60.43552487,56.4207607,43.80007592,43.95734926,27.19128805,26.53976928
59.667,59.667,60.45697794,56.7057903,43.61460407,44.52742372,27.19894477,26.10112671
59.734,59.734,60.35366311,56.99870062,43.66095676,44.80074424,27.5772143,26.66798882
59.867,59.867,60.90964087,56.41143416,43.23416582,44.8559602,28.14736513,26.37887631
59.934,59.934,60.51338517,56.50910827,43.63778805,44.66171162,27.33624648,27.00099511
60.067,60.067,60.08423205,56.46654321,43.55892993,44.66171162,27.85804899,26.18448519
60.134,60.134,60.41756416,56.58532421,44.34840714,44.75410137,27.8120883,26.36237669
60.334,60.334,60.32171259,57.18693684,43.94449981,45.20951847,28.18084292,26.19552737
60.401,60.401,60.91078123,56.76048189,43.83718353,44.989123,27.76952324,26.45957225
60.534,60.534,61.09565236,57.58975471,43.84651516,44.42017363,27.47733074,25.45999339
60.667,60.667,60.94040011,57.03196459,44.29704499,45.32320856,27.73350508,26.87640538
60.734,60.734,60.10313458,57.01483879,43.22525673,45.15792215,27.97975217,26.47083842
60.867,60.867,59.95474488,56.93865339,44.46331905,44.69325996,28.15038403,26.91257626
61,61,60.54349788,57.28164295,44.44441143,44.74848101,27.93715656,26.8259647
61.067,61.067,60.69939666,57.70226371,44.32774824,45.21304647,28.05894629,26.39291194
61.201,61.201,60.29399771,56.44833305,44.67205634,45.38305215,28.49149504,27.28747052
61.334,61.334,61.51685349,57.50636059,44.24517885,44.52742372,27.85202645,26.97918567
61.401,61.401,60.47487757,57.53828057,44.54162735,44.84644021,28.14124077,27.05317688
61.534,61.534,61.32420345,56.77561716,43.54501648,45.03946696,28.63412184,26.70052988
61.667,61.667,61.35607252,57.23972952,44.3883962,45.28125951,28.46072052,26.99812384
61.734,61.734,60.88211943,57.54652274,44.70274941,45.90161175,28.38488131,27.20064004
61.867,61.867,60.9151085,57.34398617,44.13807639,45.85160379,28.69545198,27.07781686
62,62,60.94586775,57.99817257,44.30424862,45.12685744,28.79507081,27.56342812
62.067,62.067,60.97114409,57.36125961,43.92051147,45.50267824,28.13217896,27.09506994
62.201,62.201,60.62699381,57.80687672,44.30117372,45.91268956,27.83698282,27.41182097
62.267,62.267,61.16480721,57.78301565,44.93022632,45.27520133,28.10491716,27.33657739
62.401,62.401,60.28820935,57.44076937,44.65223236,45.41399977,28.86422057,27.82477483
62.601,62.601,61.69623153,57.69262154,43.95734926,45.15191997,28.53028774,27.72869418
62.667,62.667,61.50204913,57.75459822,44.52742372,46.13548284,28.43004782,27.30467778
62.801,62.801,60.94040011,57.29861602,44.80074424,45.96620516,28.64283747,27.44626094
62.867,62.867,60.88656379,57.30595711,44.8559602,45.78210784,28.63667239,27.70218584
63,63,60.52382153,57.71119825,44.66171162,45.61738143,28.52414302,26.90581554
63.134,63.134,61.59758506,58.06814706,44.66171162,45.86586851,28.79818135,27.82028465
63.201,63.201,61.59909197,57.83256543,44.75410137,46.18240572,29.25762027,28.27843557
63.334,63.334,61.4250441,58.05645835,45.20951847,45.36249508,28.42112855,27.58202011
63.467,63.467,62.51905417,58.41175262,44.989123,46.03380729,28.62742221,27.2266902
63.534,63.534,60.45841867,57.96090206,44.42017363,46.30655253,28.05338193,27.92872093
63.667,63.667,61.78349473,57.47040353,45.32320856,45.57398655,29.13425236,27.48355691
63.734,63.734,61.67775154,58.33552649,45.15792215,46.09345742,28.18084801,28.05848301
63.934,63.934,61.76503511,58.48849292,44.69325996,45.85786051,28.70038506,27.55173941
64,64,61.61977632,58.38045882,44.74848101,45.80455874,28.62434221,27.61815536
64.134,64.134,61.82872234,58.38615045,45.21304647,46.06421526,29.54857568,27.99805906
64.201,64.201,62.00954111,57.84054288,45.38305215,46.52462654,29.09885021,28.10654116
64.334,64.334,60.9052576,57.83345634,44.52742372,45.95290262,28.71339233,28.26025595
64.467,64.467,61.47401352,57.44076937,44.84644021,46.06239272,29.84755945,28.01887068
64.534,64.534,61.01282333,58.34236867,45.03946696,45.75457114,28.48802305,28.04314412
64.667,64.667,61.439487,57.98654495,45.28125951,46.45794078,29.16248143,27.48821509
64.801,64.801,61.57467599,59.05457612,45.90161175,46.21268642,28.79196536,27.92280021
64.867,64.867,61.16768867,58.10771358,45.85160379,45.87872304,28.4692987,27.99457179
65,65,61.06555493,58.83189993,45.12685744,47.14908715,29.30861587,27.85642499
65.134,65.134,62.07533087,58.35607848,45.50267824,46.5125611,29.22924356,28.14570549
65.267,65.267,61.88401975,58.90242424,45.91268956,46.28494164,29.52794224,28.70981342
65.334,65.334,61.62642504,59.15642986,45.27520133,46.12381449,29.05605606,27.76649924
65.467,65.467,61.80384817,58.29867343,45.41399977,46.64634499,29.20215486,28.41112492
65.534,65.534,62.04132872,59.04214413,45.15191997,45.99795204,29.72497554,28.05550993
65.734,65.734,62.22707548,58.57818958,46.13548284,46.24003476,29.61996544,27.97434563
65.801,65.801,62.34744484,59.0358365,45.96620516,46.96350329,29.60255455,28.14271204
65.934,65.934,62.25213292,59.29004066,45.78210784,46.12681303,29.11969238,28.72131887
66,66,61.96605459,58.97914418,45.61738143,47.54303157,30.03578039,28.17921383
66.134,66.134,62.68947222,59.0423834,45.86586851,46.42848989,29.75191661,27.98026126
66.267,66.267,61.69668971,59.68377636,46.18240572,46.92125896,29.57238584,28.50455831
66.401,66.401,62.25213292,59.30260502,45.36249508,46.58951522,29.83268382,28.64623311
66.467,66.467,62.60558428,59.04868085,46.03380729,46.71829476,29.03729608,28.09165535
66.601,66.601,61.69668971,59.1758873,46.30655253,46.90640879,30.10470107,28.21864289
66.667,66.667,61.78187583,59.41061875,45.57398655,47.40642222,29.93263866,28.47442524
66.801,66.801,62.66912896,58.49126237,46.09345742,46.8791979,29.5866302,28.73347595
66.934,66.934,62.50623018,58.31313669,45.85786051,47.63645986,29.07378768,28.29681883
67.134,67.134,62.65819369,59.34076644,45.80455874,47.45069783,29.64372979,28.47743396
67.267,67.267,62.53731015,59.35984207,46.06421526,46.72582421,29.66285632,28.09555499
67.401,67.401,62.9254764,59.2201069,46.52462654,47.17857367,29.66748395,28.48344632
67.467,67.467,62.81657175,59.37890241,45.95290262,46.71861039,30.08944872,27.42427841
67.601,67.601,62.32239759,59.25213888,46.06239272,47.87832877,29.45180266,28.66698363
67.734,67.734,62.76228234,59.39796276,45.75457114,46.95835639,30.00675714,28.46538379
67.867,67.867,62.43598587,59.31535774,46.45794078,47.60836825,30.22255552,28.16470984
67.934,67.934,63.07297519,59.96861759,46.21268642,47.6504904,29.45982593,28.56468699
68.067,68.067,62.45906294,60.00697756,45.87872304,47.74294124,30.59490942,28.82063224
68.201,68.201,62.59675665,59.28385521,47.14908715,48.19922888,29.91655649,28.73922867
68.267,68.267,63.30894883,59.88016312,46.5125611,47.97968869,30.08298836,28.47741869
68.401,68.401,62.66912896,59.30280356,46.28494164,47.72976088,30.15370612,28.98245175
68.467,68.467,62.97763781,59.15742768,46.12381449,47.17069295,30.0250284,28.37817149
68.601,68.601,63.72560887,59.80397772,46.64634499,47.23518963,30.28909365,28.48645505
68.734,68.734,62.94815129,60.26004137,45.99795204,47.75877904,29.79746494,29.22378611
68.801,68.801,63.58768607,60.12665456,46.24003476,47.52498941,30.69762352,29.24541228
68.934,68.934,63.4650818,60.00668738,46.96350329,47.68458419,29.90050486,28.94077251
69,69,62.57248831,59.79106209,46.12681303,46.96084075,29.64990506,28.66698363
69.134,69.134,62.76015434,60.10748221,47.54303157,48.10299041,30.38561721,28.79666935
69.201,69.201,62.92097604,59.41069003,46.42848989,48.19252925,30.60845631,28.85678276
69.401,69.401,63.01163488,59.36633297,46.92125896,47.6504904,30.3719125,28.61275531
69.467,69.467,63.00031779,59.97451795,46.58951522,48.51331737,30.51586293,29.87040234
69.601,69.601,62.75764962,59.98067286,46.71829476,48.14687911,30.62815303,29.8735587
69.734,69.734,63.52686502,59.65783311,46.90640879,48.21446087,30.12920359,28.48945359
69.867,69.867,62.64468243,59.78469846,47.40642222,47.73870051,30.69461988,28.39316421
70,70,63.27227904,59.96836814,46.8791979,48.16715618,31.02678108,29.25901518
70.067,70.067,63.06148502,60.06307425,47.63645986,48.43241779,30.90730263,29.40461506
70.201,70.201,63.54390937,60.12092729,47.45069783,48.34940549,31.0102,29.5480615
70.334,70.334,62.90061242,60.17749743,46.72582421,48.48415666,30.70187951,29.16914543
70.401,70.401,62.44751677,60.31010024,47.17857367,48.46231668,30.45597861,28.81415661
70.534,70.534,62.47732911,60.49340337,46.71861039,48.91565669,31.43555531,29.02160591
70.667,70.667,63.06370974,60.47463829,47.87832877,48.36111967,30.9803113,29.20835049
70.801,70.801,63.27426449,60.43708778,46.95835639,48.04737227,30.71139442,29.5337306
70.934,70.934,63.05239266,60.34090531,47.60836825,48.45722577,30.98030112,29.65339742
71.067,71.067,63.34643825,60.97449391,47.6504904,48.48925775,31.39560698,29.90199141
71.201,71.201,63.49168687,60.75331444,47.74294124,48.39315164,30.57851161,29.49755972
71.334,71.334,63.50625195,60.66313415,48.19922888,48.19241725,31.35824482,29.54183532
71.401,71.401,63.80277681,60.58768184,47.97968869,48.52638063,31.62724825,30.07930254
71.534,71.534,63.65691729,60.34172494,47.72976088,48.51618864,31.31911613,29.73991226
71.667,71.667,63.65268165,60.61230655,47.17069295,49.09000492,32.07056936,30.08881744
71.734,71.734,63.76983356,60.83962056,47.23518963,48.48415666,31.10317011,29.02160591
71.867,71.867,63.64581911,60.22122831,47.75877904,49.01566752,30.98363057,29.0577157
72,72,63.7766961,60.60753128,47.52498941,48.17896199,31.03676435,29.51815243
72.067,72.067,64.141434,60.71399738,47.68458419,48.1873518,31.3888768,29.94910264
72.201,72.201,64.01889082,59.98013831,46.96084075,49.49552606,30.63511738,30.27927839
72.334,72.334,64.07813369,60.49290955,48.10299041,49.75639422,31.15288789,29.38492344
72.467,72.467,63.39416549,61.21972281,48.19252925,48.08294752,31.44801785,29.70836901
72.601,72.601,63.2971532,61.04900439,47.6504904,49.24065499,30.89407646,29.40971615
72.801,72.801,63.71760087,60.43524996,48.51331737,49.32956765,30.62572976,29.52126806
72.867,72.867,64.257135,60.53041934,48.14687911,49.50234278,31.19942895,28.85594276
73,73,63.37370005,60.99160444,48.21446087,48.60713766,31.52104688,28.91589835
73.134,73.134,64.47244975,60.64499016,47.73870051,49.43074938,31.28557724,29.89081178
73.201,73.201,63.6132475,60.89626706,48.16715618,49.7303237,31.78530049,30.11863487
73.334,73.334,63.8346306,60.90915214,48.43241779,49.18288849,30.95061096,28.93415943
73.467,73.467,64.27887317,60.35258384,48.34940549,49.19423102,31.74961325,29.97086626
73.601,73.601,63.82357825,60.90339942,48.48415666,49.60256234,31.29866596,29.56115531
73.667,73.667,63.44820545,60.67487887,48.46231668,49.59216162,31.55082358,29.77768678
73.801,73.801,63.93219271,60.78234787,48.91565669,49.44883228,31.44852185,29.77455587
73.867,73.867,65.00915333,61.68609045,48.36111967,49.75249459,31.35191174,30.2941591
74,74,64.62344599,60.20726905,48.04737227,49.13032998,31.64684824,30.03502694
74.134,74.134,63.52948684,60.30222461,48.45722577,49.29005204,32.25435613,29.25199482
74.267,74.267,64.22760775,60.37775328,48.48925775,50.05523036,31.91518985,29.43130159
74.334,74.334,64.81982257,60.54868551,48.39315164,48.96661156,31.9619549,29.58790292
